case_id,event_position,activity_name,timestamp,company,country,day,user,label,anomaly_description
1684,3,Activity P,,Ron-tech,Maldives,Wednesday,Lourdes,anomalous,{'indices': [4]}
1684,4,Activity Q,,Toughzap,Cook Islands,Tuesday,Lucy,anomalous,{'indices': [4]}
1684,5,Random activity 3,,Random company 27,Random country 68,Random day 4,Random user 66,anomalous,{'indices': [4]}
1684,6,Activity O,,Xx-zobam,"Virgin Islands, British",Thursday,Evelin,anomalous,{'indices': [4]}
1684,7,Activity B,,Zencorporation,American Samoa,Monday,Brian,anomalous,{'indices': [4]}
1685,1,Activity A,,Yearin,Lithuania,Thursday,Jamika,normal,-
1685,2,Activity C,,Faxquote,Pakistan,Monday,Paul,normal,-
1685,3,Activity M,,Scottech,Norway,Thursday,Deloras,normal,-
1685,4,Activity D,,year-job,Reunion,Thursday,Ling,normal,-
1685,5,Activity B,,Betatech,France,Wednesday,Sherell,normal,-
1686,1,Activity L,,Xx-holding,Turkmenistan,Friday,Johnny,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1686,2,Activity D,,Ganjaflex,Holy See (Vatican City State),Wednesday,Roy,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1686,3,Activity A,,Yearin,Lithuania,Thursday,Jamika,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1686,4,Activity C,,Nam-zim,Puerto Rico,Monday,Shandi,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1686,5,Activity B,,Sumace,New Caledonia,Monday,Ryan,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1687,1,Activity A,,Inity,Spain,Wednesday,Brian,normal,-
1687,2,Activity N,,Cancity,Turkmenistan,Wednesday,Hannah,normal,-
1687,3,Activity P,,Ron-tech,Mayotte,Monday,Lourdes,normal,-
1687,4,Activity Q,,Toughzap,Cook Islands,Tuesday,Lucy,normal,-
1687,5,Activity O,,Lexiqvolax,Norway,Monday,Ronald,normal,-
1687,6,Activity B,,Xx-holding,Bhutan,Thursday,Lourdes,normal,-
1688,1,Activity A,,Yearin,Lithuania,Thursday,Deloras,normal,-
1688,2,Activity C,,Isdom,Honduras,Monday,Marilyn,normal,-
1688,3,Activity K,,Donquadtech,United Arab Emirates,Thursday,Vickie,normal,-
1688,4,Activity D,,Ganjaflex,Panama,Monday,Brant,normal,-
1688,5,Activity B,,Sumace,New Caledonia,Friday,Ryan,normal,-
1689,1,Activity A,,Yearin,Lithuania,Thursday,Jamika,anomalous,"{'index': [2, 4], 'attribute_index': [1, 3], 'attribute': ['country', 'user'], 'original': ['United Arab Emirates', 'Hassie']}"
1689,2,Activity C,,Isdom,Honduras,Friday,Marilyn,anomalous,"{'index': [2, 4], 'attribute_index': [1, 3], 'attribute': ['country', 'user'], 'original': ['United Arab Emirates', 'Hassie']}"
1689,3,Activity K,,Donquadtech,Montenegro,Thursday,Vickie,anomalous,"{'index': [2, 4], 'attribute_index': [1, 3], 'attribute': ['country', 'user'], 'original': ['United Arab Emirates', 'Hassie']}"
1689,4,Activity D,,Ganjaflex,Holy See (Vatican City State),Wednesday,Roy,anomalous,"{'index': [2, 4], 'attribute_index': [1, 3], 'attribute': ['country', 'user'], 'original': ['United Arab Emirates', 'Hassie']}"
1689,5,Activity B,,Sumace,New Caledonia,Friday,Maryellen,anomalous,"{'index': [2, 4], 'attribute_index': [1, 3], 'attribute': ['country', 'user'], 'original': ['United Arab Emirates', 'Hassie']}"
1690,1,Activity A,,year-job,Spain,Tuesday,Brian,normal,-
1690,2,Activity N,,Openlane,Sao Tome And Principe,Tuesday,Tiffiny,normal,-
1690,3,Activity Y,,Scottech,Croatia,Tuesday,Sonia,normal,-
1690,4,Activity AB,,Yearin,Papua New Guinea,Tuesday,Brian,normal,-
1690,5,Activity Z,,Treequote,Japan,Wednesday,Carmella,normal,-
1690,6,Activity O,,Lexiqvolax,Norway,Monday,Ronald,normal,-
1690,7,Activity B,,Xx-holding,Bhutan,Thursday,Lourdes,normal,-
1691,1,Activity A,,Inity,Spain,Tuesday,Wilton,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1691,2,Activity N,,Cancity,Turkmenistan,Wednesday,Hannah,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1691,3,Activity P,,Ron-tech,Mayotte,Monday,Lourdes,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1691,4,Activity Q,,Toughzap,Cook Islands,Tuesday,Steve,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1691,5,Activity N,,Cancity,Turkmenistan,Wednesday,Hannah,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1691,6,Activity P,,Ron-tech,Mayotte,Monday,Lourdes,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1691,7,Activity Q,,Toughzap,Cook Islands,Tuesday,Steve,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1691,8,Activity O,,Bioplex,Papua New Guinea,Thursday,Deloras,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1691,9,Activity B,,Condax,Denmark,Wednesday,Gema,anomalous,"{'size': 3, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Turkmenistan', 'company': 'Cancity'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes', 'day': 'Monday', 'country': 'Mayotte', 'company': 'Ron-tech'}}, {'name': 'Activity Q', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve', 'day': 'Tuesday', 'country': 'Cook Islands', 'company': 'Toughzap'}}]}"
1692,1,Activity A,,Yearin,Lithuania,Thursday,Jamika,normal,-
1692,2,Activity C,,Faxquote,Burundi,Tuesday,Sherell,normal,-
1692,3,Activity M,,Singletechno,Western Sahara,Wednesday,Deloras,normal,-
1692,4,Activity D,,Ganjaflex,Holy See (Vatican City State),Wednesday,Roy,normal,-
1692,5,Activity B,,Sumace,New Caledonia,Thursday,Alpha,normal,-
1693,1,Activity A,,Zoomit,Spain,Tuesday,Wilton,normal,-
1693,2,Activity N,,Codehow,Monaco,Monday,Rossana,normal,-
1693,3,Activity AE,,Blackzim,Ghana,Thursday,Lisa,normal,-
1693,4,Activity AF,,Openlane,Australia,Tuesday,Deloras,normal,-
1693,5,Activity O,,Iselectrics,Serbia,Monday,Tiffiny,normal,-
1693,6,Activity B,,Betasoloin,Aland Islands,Tuesday,Della,normal,-
1694,1,Activity A,,Zoomit,Spain,Tuesday,Wilton,normal,-
1694,2,Activity N,,Fasehatice,Uzbekistan,Monday,Marilyn,normal,-
1694,3,Activity R,,Zotware,Kyrgyzstan,Monday,Shandi,normal,-
1694,4,Activity T,,Streethex,Canada,Friday,Della,normal,-
1694,5,Activity S,,Scotfind,South Georgia And Sandwich Isl.,Thursday,Chan,normal,-
1694,6,Activity O,,Betatech,Suriname,Thursday,Hassie,normal,-
1694,7,Activity B,,Sumace,New Caledonia,Thursday,Alpha,normal,-
1695,1,Activity A,,Yearin,Lithuania,Thursday,Jamika,normal,-
1695,2,Activity C,,Sumace,Norfolk Island,Monday,Sigrid,normal,-
1695,3,Activity K,,Donquadtech,United Arab Emirates,Thursday,Vickie,normal,-
1695,4,Activity D,,Ganjaflex,Panama,Monday,Brant,normal,-
1695,5,Activity B,,Sumace,New Caledonia,Friday,Alpha,normal,-
1696,1,Activity A,,Zoomit,Mauritania,Tuesday,Wilton,normal,-
1696,2,Activity N,,Blackzim,Sao Tome And Principe,Tuesday,Tiffiny,normal,-
1696,3,Activity Y,,Rantouch,Saint Vincent And Grenadines,Tuesday,Tiffiny,normal,-
1696,4,Activity AA,,Xx-holding,Taiwan,Tuesday,Johnny,normal,-
1696,5,Activity Z,,Kinnamplus,Japan,Wednesday,Carmella,normal,-
1696,6,Activity O,,Xx-zobam,"Virgin Islands, British",Thursday,Evelin,normal,-
1696,7,Activity B,,Newex,American Samoa,Monday,Brian,normal,-
1697,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,normal,-
1697,2,Activity C,,Plusstrip,Poland,Tuesday,Howard,normal,-
1697,3,Activity K,,Donquadtech,United Arab Emirates,Thursday,Vickie,normal,-
1697,4,Activity D,,Yearin,Seychelles,Wednesday,Amanda,normal,-
1697,5,Activity B,,Xx-holding,French Southern Territories,Friday,Alyce,normal,-
1698,1,Activity A,,Yearin,Lithuania,Thursday,Jamika,normal,-
1698,2,Activity C,,Funholding,Vanuatu,Tuesday,Frances,normal,-
1698,3,Activity E,,Lexiqvolax,Gibraltar,Wednesday,Seth,normal,-
1698,4,Activity H,,Xx-holding,Iraq,Monday,Pam,normal,-
1698,5,Activity F,,Rundofase,Zambia,Tuesday,Steve,normal,-
1698,6,Activity D,,year-job,Reunion,Thursday,Evelin,normal,-
1698,7,Activity B,,Betatech,France,Tuesday,Elisha,normal,-
1699,1,Activity A,,Inity,Spain,Tuesday,Wilton,normal,-
1699,2,Activity N,,Fasehatice,Uzbekistan,Tuesday,Hannah,normal,-
1699,3,Activity R,,Betasoloin,Christmas Island,Thursday,Pam,normal,-
1699,4,Activity V,,Labdrill,Togo,Monday,Tiffiny,normal,-
1699,5,Activity S,,Scotfind,Azerbaijan,Friday,Chan,normal,-
1699,6,Activity O,,Domzoom,Suriname,Thursday,Craig,normal,-
1699,7,Activity B,,Sumace,New Caledonia,Thursday,Alpha,normal,-
1700,1,Activity A,,Inity,Spain,Thursday,Wilton,normal,-
1700,2,Activity N,,Codehow,Monaco,Monday,Rossana,normal,-
1700,3,Activity AE,,Warephase,Ghana,Wednesday,Jack,normal,-
1700,4,Activity AF,,Openlane,Algeria,Monday,Deloras,normal,-
1700,5,Activity O,,Lexiqvolax,Uzbekistan,Thursday,Rossana,normal,-
1700,6,Activity B,,Betasoloin,Aland Islands,Tuesday,Della,normal,-
1701,1,Activity A,,Zoomit,Spain,Tuesday,Evelin,normal,-
1701,2,Activity N,,Codehow,Monaco,Thursday,Rossana,normal,-
1701,3,Activity AE,,Blackzim,Ghana,Thursday,Lisa,normal,-
1701,4,Activity AF,,Openlane,Australia,Tuesday,Deloras,normal,-
