case_id,event_position,activity_name,timestamp,country,day,user,label,anomaly_description
1670,8,Activity AL,,Timor-Leste,Thursday,Joe,normal,-
1670,9,Activity AN,,Suriname,Wednesday,Shandi,normal,-
1670,10,Activity AM,,Saint Pierre And Miquelon,Wednesday,Hannah,normal,-
1670,11,Activity AP,,Kyrgyzstan,Wednesday,Melany,normal,-
1670,12,Activity B,,Uruguay,Friday,Marilyn,normal,-
1671,1,Activity A,,Mali,Friday,Alyce,normal,-
1671,2,Activity AB,,Nicaragua,Thursday,Grayce,normal,-
1671,3,Activity AD,,Somalia,Tuesday,Lannie,normal,-
1671,4,Activity AC,,Burkina Faso,Wednesday,Josef,normal,-
1671,5,Activity AG,,Paraguay,Monday,Frances,normal,-
1671,6,Activity AJ,,Paraguay,Tuesday,Sherlene,normal,-
1671,7,Activity AH,,Nepal,Tuesday,Ryan,normal,-
1671,8,Activity AL,,Gabon,Monday,Donald,normal,-
1671,9,Activity AN,,Uruguay,Wednesday,Amanda,normal,-
1671,10,Activity AM,,Cuba,Tuesday,Clayton,normal,-
1671,11,Activity AP,,Solomon Islands,Friday,Roseanne,normal,-
1671,12,Activity B,,Haiti,Thursday,Charles,normal,-
1672,1,Activity A,,Mali,Friday,Ryan,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,2,Activity AB,,Nicaragua,Monday,Hassie,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,3,Activity AD,,Somalia,Tuesday,Lannie,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,4,Activity AC,,Dominican Republic,Monday,Deloras,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,5,Activity AG,,Egypt,Tuesday,Emily,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,6,Activity AH,,United States,Tuesday,Tiffiny,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,7,Activity AK,,Reunion,Tuesday,Emily,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,8,Activity AL,,Netherlands,Monday,Melany,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,9,Activity AO,,British Indian Ocean Territory,Tuesday,Jin,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,10,Activity AM,,Philippines,Monday,Donald,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,11,Activity AP,,San Marino,Thursday,Hugo,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1672,12,Activity B,,Malta,Friday,Charles,anomalous,"{'shift_from': 5, 'shift_to': 6, 'size': 1}"
1673,1,Activity A,,Russian Federation,Monday,Wilton,normal,-
1673,2,Activity Q,,Turkey,Monday,Brant,normal,-
1673,3,Activity R,,Mali,Wednesday,Elisha,normal,-
1673,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1673,5,Activity T,,Hungary,Friday,Wilton,normal,-
1673,6,Activity U,,Nepal,Tuesday,Earl,normal,-
1673,7,Activity V,,Uganda,Tuesday,Carmella,normal,-
1673,8,Activity AA,,Cuba,Wednesday,Melany,normal,-
1673,9,Activity W,,Chad,Friday,Amanda,normal,-
1673,10,Activity B,,Uruguay,Friday,Marilyn,normal,-
1674,1,Activity A,,Australia,Friday,Anna,normal,-
1674,2,Activity Q,,Turkey,Monday,Brant,normal,-
1674,3,Activity R,,Mali,Friday,Donald,normal,-
1674,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1674,5,Activity T,,Somalia,Tuesday,Alpha,normal,-
1674,6,Activity U,,"Palestinian Territory, Occupied",Tuesday,Earl,normal,-
1674,7,Activity V,,Guam,Wednesday,Earl,normal,-
1674,8,Activity X,,Afghanistan,Tuesday,Pam,normal,-
1674,9,Activity W,,Malta,Wednesday,Marilyn,normal,-
1674,10,Activity B,,Taiwan,Thursday,Paul,normal,-
1675,1,Activity A,,Palau,Friday,Anna,normal,-
1675,2,Activity Q,,Macao,Tuesday,Deloras,normal,-
1675,3,Activity R,,Mali,Friday,Donald,normal,-
1675,4,Activity S,,Kyrgyzstan,Thursday,Steve,normal,-
1675,5,Activity T,,Hungary,Friday,Wilton,normal,-
1675,6,Activity U,,Tanzania,Tuesday,Earl,normal,-
1675,7,Activity V,,Zambia,Tuesday,Earl,normal,-
1675,8,Activity AA,,Cuba,Wednesday,Melany,normal,-
1675,9,Activity W,,Chad,Friday,Amanda,normal,-
1675,10,Activity B,,Uruguay,Friday,Melany,normal,-
1676,1,Activity A,,Russian Federation,Monday,Anna,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,2,Activity Q,,Turkey,Monday,Brant,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,3,Activity R,,Mali,Wednesday,Elisha,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,4,Activity S,,Kyrgyzstan,Monday,Steve,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,5,Activity T,,Hungary,Friday,Wilton,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,6,Activity U,,"Palestinian Territory, Occupied",Tuesday,Earl,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,7,Activity V,,Costa Rica,Wednesday,Hoyt,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,8,Activity Z,,Poland,Monday,Della,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,9,Activity W,,Chad,Friday,Amanda,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1676,10,Activity B,,Vanuatu,Friday,Marilyn,anomalous,"{'index': [9], 'attribute_index': [0], 'attribute': ['country'], 'original': ['Uruguay']}"
1677,1,Activity A,,Mali,Friday,Ryan,normal,-
1677,2,Activity AB,,Nicaragua,Monday,Grayce,normal,-
1677,3,Activity AD,,Somalia,Tuesday,Lannie,normal,-
1677,4,Activity AC,,Ukraine,Monday,Donald,normal,-
1677,5,Activity AG,,Marshall Islands,Friday,Evelin,normal,-
1677,6,Activity AI,,Guinea,Thursday,Rossana,normal,-
1677,7,Activity AH,,United States,Tuesday,Tiffiny,normal,-
1677,8,Activity AL,,Austria,Friday,Melany,normal,-
1677,9,Activity AN,,Cambodia,Tuesday,Paul,normal,-
1677,10,Activity AM,,Benin,Tuesday,Alpha,normal,-
1677,11,Activity AP,,Taiwan,Tuesday,Sigrid,normal,-
1677,12,Activity B,,Suriname,Monday,Johnny,normal,-
1678,1,Activity A,,Russian Federation,Friday,Anna,normal,-
1678,2,Activity Q,,Turkey,Monday,Brant,normal,-
1678,3,Activity R,,Mali,Wednesday,Elisha,normal,-
1678,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1678,5,Activity T,,Hungary,Friday,Wilton,normal,-
1678,6,Activity U,,Nepal,Monday,Earl,normal,-
1678,7,Activity V,,Slovenia,Monday,Shandi,normal,-
1678,8,Activity Z,,Israel,Wednesday,Sharee,normal,-
1678,9,Activity W,,Chad,Monday,Roseanne,normal,-
1678,10,Activity B,,Uruguay,Friday,Marilyn,normal,-
1679,1,Activity A,,Palau,Friday,Wilton,normal,-
1679,2,Activity Q,,Macao,Tuesday,Deloras,normal,-
1679,3,Activity R,,Mali,Wednesday,Elisha,normal,-
1679,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1679,5,Activity T,,Hungary,Friday,Wilton,normal,-
1679,6,Activity U,,Tanzania,Monday,Earl,normal,-
1679,7,Activity V,,Slovenia,Monday,Shandi,normal,-
1679,8,Activity Z,,Poland,Monday,Della,normal,-
1679,9,Activity W,,Chad,Monday,Roseanne,normal,-
1679,10,Activity B,,Uruguay,Friday,Marilyn,normal,-
1680,1,Activity A,,French Southern Territories,Monday,Marilyn,normal,-
1680,2,Activity C,,Nauru,Friday,Junior,normal,-
1680,3,Activity D,,Chile,Thursday,Jamika,normal,-
1680,4,Activity E,,Anguilla,Tuesday,Frances,normal,-
1680,5,Activity H,,Lesotho,Wednesday,Deloras,normal,-
1680,6,Activity F,,Liberia,Thursday,Iluminada,normal,-
1680,7,Activity I,,Saint Martin,Friday,Sigrid,normal,-
1680,8,Activity K,,Mauritius,Wednesday,Roy,normal,-
1680,9,Activity L,,Saint Pierre And Miquelon,Wednesday,Lannie,normal,-
1680,10,Activity J,,Guatemala,Tuesday,Lourdes,normal,-
1680,11,Activity B,,Zimbabwe,Friday,Chan,normal,-
1681,1,Activity A,,Mali,Friday,Alyce,normal,-
1681,2,Activity AB,,Nicaragua,Monday,Hassie,normal,-
1681,3,Activity AD,,Somalia,Tuesday,Lannie,normal,-
1681,4,Activity AC,,Dominican Republic,Monday,James,normal,-
1681,5,Activity AG,,Armenia,Thursday,Sigrid,normal,-
1681,6,Activity AK,,Reunion,Thursday,Gema,normal,-
1681,7,Activity AH,,United States,Tuesday,Tiffiny,normal,-
1681,8,Activity AL,,Montserrat,Friday,Sigrid,normal,-
1681,9,Activity AO,,Turks And Caicos Islands,Thursday,Issac,normal,-
1681,10,Activity AM,,Philippines,Tuesday,Lisa,normal,-
1681,11,Activity AP,,San Marino,Thursday,Ryan,normal,-
1681,12,Activity B,,Sri Lanka,Monday,Charles,normal,-
1682,1,Activity A,,Mali,Friday,Alyce,normal,-
1682,2,Activity AB,,Macao,Friday,Paul,normal,-
1682,3,Activity AF,,Taiwan,Tuesday,Amanda,normal,-
1682,4,Activity AC,,Mauritania,Wednesday,Josef,normal,-
1682,5,Activity AG,,Senegal,Wednesday,Marilyn,normal,-
1682,6,Activity AK,,Guam,Friday,Emily,normal,-
1682,7,Activity AH,,United States,Tuesday,Tiffiny,normal,-
1682,8,Activity AL,,Austria,Monday,Issac,normal,-
1682,9,Activity AN,,Lebanon,Tuesday,Paul,normal,-
1682,10,Activity AM,,Cyprus,Wednesday,Brian,normal,-
1682,11,Activity AP,,Indonesia,Tuesday,Sigrid,normal,-
1682,12,Activity B,,Suriname,Monday,Johnny,normal,-
1683,1,Activity A,,Mali,Wednesday,Ryan,normal,-
1683,2,Activity AB,,Canada,Tuesday,Amanda,normal,-
1683,3,Activity AE,,New Zealand,Monday,Grayce,normal,-
1683,4,Activity AC,,Burkina Faso,Wednesday,Josef,normal,-
1683,5,Activity AG,,Belgium,Friday,Brian,normal,-
1683,6,Activity AK,,Reunion,Friday,Emily,normal,-
1683,7,Activity AH,,Cameroon,Tuesday,Velda,normal,-
1683,8,Activity AL,,Reunion,Monday,Craig,normal,-
1683,9,Activity AN,,Uruguay,Wednesday,Jamika,normal,-
1683,10,Activity AM,,Cyprus,Wednesday,Brian,normal,-
1683,11,Activity AP,,Malta,Tuesday,Sigrid,normal,-
1683,12,Activity B,,Suriname,Monday,Johnny,normal,-
1684,1,Activity A,,Australia,Friday,Wilton,normal,-
1684,2,Activity Q,,Turkey,Monday,Brant,normal,-
1684,3,Activity R,,Mali,Friday,Donald,normal,-
1684,4,Activity S,,Dominican Republic,Thursday,Steve,normal,-
1684,5,Activity T,,Hungary,Friday,Alpha,normal,-
1684,6,Activity U,,Greece,Tuesday,Earl,normal,-
1684,7,Activity V,,Uganda,Tuesday,Earl,normal,-
1684,8,Activity AA,,Switzerland,Thursday,Howard,normal,-
1684,9,Activity W,,Chad,Friday,Amanda,normal,-
1684,10,Activity B,,Uruguay,Friday,Marilyn,normal,-
1685,1,Activity A,,Jersey,Friday,Wilton,normal,-
1685,2,Activity Q,,Turkey,Monday,Brant,normal,-
1685,3,Activity R,,Mali,Wednesday,Elisha,normal,-
1685,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1685,5,Activity T,,Hungary,Friday,Wilton,normal,-
1685,6,Activity U,,Greece,Tuesday,Earl,normal,-
1685,7,Activity V,,Thailand,Friday,Micheline,normal,-
1685,8,Activity Y,,Faroe Islands,Thursday,Sherell,normal,-
1685,9,Activity W,,Chad,Friday,Amanda,normal,-
1685,10,Activity B,,Uruguay,Friday,Marilyn,normal,-
1686,1,Activity A,,Russian Federation,Friday,Wilton,normal,-
1686,2,Activity Q,,Turkey,Monday,Brant,normal,-
1686,3,Activity R,,Mali,Friday,Donald,normal,-
1686,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1686,5,Activity T,,Hungary,Friday,Wilton,normal,-
1686,6,Activity U,,Cuba,Monday,Jin,normal,-
1686,7,Activity V,,Costa Rica,Monday,Jack,normal,-
1686,8,Activity Z,,Poland,Monday,Della,normal,-
1686,9,Activity W,,Chad,Friday,Amanda,normal,-
1686,10,Activity B,,Uruguay,Friday,Marilyn,normal,-
1687,1,Activity A,,Russian Federation,Friday,Wilton,normal,-
1687,2,Activity Q,,Turkey,Monday,Brant,normal,-
1687,3,Activity R,,Mali,Wednesday,Elisha,normal,-
1687,4,Activity S,,Dominican Republic,Thursday,Steve,normal,-
1687,5,Activity T,,Hungary,Friday,Wilton,normal,-
1687,6,Activity U,,Tanzania,Monday,Earl,normal,-
1687,7,Activity V,,Slovenia,Wednesday,Shandi,normal,-
1687,8,Activity Z,,Poland,Monday,Della,normal,-
1687,9,Activity W,,Chad,Friday,Amanda,normal,-
1687,10,Activity B,,Uruguay,Friday,Marilyn,normal,-
1688,1,Activity A,,United States,Monday,Wilton,normal,-
1688,2,Activity Q,,Macao,Tuesday,Deloras,normal,-
1688,3,Activity R,,Papua New Guinea,Thursday,Elisha,normal,-
1688,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1688,5,Activity T,,Hungary,Friday,Wilton,normal,-
1688,6,Activity U,,Cuba,Tuesday,Earl,normal,-
1688,7,Activity V,,British Indian Ocean Territory,Wednesday,Earl,normal,-
1688,8,Activity X,,Afghanistan,Tuesday,Pam,normal,-
1688,9,Activity W,,Malta,Wednesday,Marilyn,normal,-
1688,10,Activity B,,Taiwan,Thursday,Paul,normal,-
1689,1,Activity A,,Jersey,Monday,Wilton,normal,-
1689,2,Activity Q,,Macao,Tuesday,Deloras,normal,-
1689,3,Activity R,,Papua New Guinea,Thursday,Elisha,normal,-
1689,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1689,5,Activity T,,Hungary,Friday,Alpha,normal,-
1689,6,Activity U,,Greece,Monday,Earl,normal,-
1689,7,Activity V,,Costa Rica,Monday,Shandi,normal,-
1689,8,Activity Z,,Poland,Monday,Della,normal,-
1689,9,Activity W,,Chad,Monday,Roseanne,normal,-
1689,10,Activity B,,Uruguay,Friday,Marilyn,normal,-
1690,1,Activity A,,Palau,Friday,Wilton,normal,-
1690,2,Activity Q,,Turkey,Monday,Brant,normal,-
1690,3,Activity R,,Mali,Wednesday,Elisha,normal,-
1690,4,Activity S,,Kyrgyzstan,Monday,Steve,normal,-
1690,5,Activity T,,Hungary,Friday,Wilton,normal,-
1690,6,Activity U,,Greece,Tuesday,Earl,normal,-
1690,7,Activity V,,Guam,Wednesday,Alyce,normal,-
1690,8,Activity X,,Afghanistan,Tuesday,Pam,normal,-
1690,9,Activity W,,Malta,Wednesday,Marilyn,normal,-
1690,10,Activity B,,Taiwan,Thursday,Jack,normal,-
1691,1,Activity A,,Mali,Friday,Alyce,normal,-
1691,2,Activity AB,,Nicaragua,Friday,Grayce,normal,-
1691,3,Activity AD,,Somalia,Monday,Lannie,normal,-
1691,4,Activity AC,,Ukraine,Monday,Deloras,normal,-
1691,5,Activity AG,,Congo,Thursday,Jimmy,normal,-
1691,6,Activity AI,,Hong Kong,Wednesday,Jimmy,normal,-
1691,7,Activity AH,,United States,Tuesday,Tiffiny,normal,-
1691,8,Activity AL,,Latvia,Wednesday,Steve,normal,-
1691,9,Activity AN,,Cook Islands,Wednesday,Shandi,normal,-
1691,10,Activity AM,,Saint Pierre And Miquelon,Wednesday,Hannah,normal,-
1691,11,Activity AP,,United States,Friday,Sherlene,normal,-
1691,12,Activity B,,El Salvador,Monday,Alpha,normal,-
1692,1,Activity A,,Mali,Wednesday,Ryan,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,2,Activity AB,,Canada,Thursday,Seth,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,3,Activity AE,,New Zealand,Tuesday,Grayce,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,4,Activity AC,,Burkina Faso,Wednesday,Josef,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,5,Activity AG,,Kazakhstan,Friday,Rossana,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,6,Activity AK,,Guam,Friday,Emily,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,7,Activity AH,,United States,Tuesday,Tiffiny,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,8,Activity AL,,Austria,Tuesday,Melany,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,9,Activity AN,,Suriname,Wednesday,Shandi,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,10,Activity AM,,Saint Pierre And Miquelon,Wednesday,Hannah,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,11,Activity AP,,Sri Lanka,Thursday,Issac,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,12,Activity B,,Montenegro,Tuesday,Hannah,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,13,Activity AL,,Austria,Tuesday,Melany,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,14,Activity AN,,Suriname,Wednesday,Shandi,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1692,15,Activity AM,,Saint Pierre And Miquelon,Wednesday,Hannah,anomalous,"{'size': 3, 'start': 12, 'inserted': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Melany', 'day': 'Tuesday', 'country': 'Austria'}}, {'name': 'Activity AN', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Shandi', 'day': 'Wednesday', 'country': 'Suriname'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hannah', 'day': 'Wednesday', 'country': 'Saint Pierre And Miquelon'}}]}"
1693,1,Activity A,,Mali,Friday,Alyce,normal,-
1693,2,Activity AB,,Nicaragua,Thursday,Grayce,normal,-
1693,3,Activity AD,,Somalia,Tuesday,Rossana,normal,-
1693,4,Activity AC,,Italy,Friday,James,normal,-
1693,5,Activity AG,,Senegal,Wednesday,Marilyn,normal,-
1693,6,Activity AK,,Guam,Tuesday,Melany,normal,-
1693,7,Activity AH,,United States,Tuesday,Tiffiny,normal,-
