case_id,event_position,activity_name,timestamp,day,user,label,anomaly_description
1610,6,Activity R,,Thursday,Lucy,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity M', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven', 'day': 'Wednesday'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lucy', 'day': 'Thursday'}}]}"
1610,7,Activity V,,Wednesday,Amanda,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity M', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven', 'day': 'Wednesday'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lucy', 'day': 'Thursday'}}]}"
1610,8,Activity M,,Wednesday,Keven,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity M', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven', 'day': 'Wednesday'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lucy', 'day': 'Thursday'}}]}"
1610,9,Activity R,,Thursday,Lucy,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity M', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven', 'day': 'Wednesday'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lucy', 'day': 'Thursday'}}]}"
1610,10,Activity S,,Monday,Shandi,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity M', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven', 'day': 'Wednesday'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lucy', 'day': 'Thursday'}}]}"
1610,11,Activity B,,Friday,Lourdes,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity M', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Keven', 'day': 'Wednesday'}}, {'name': 'Activity R', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lucy', 'day': 'Thursday'}}]}"
1611,1,Activity A,,Monday,Clayton,normal,-
1611,2,Activity AI,,Thursday,Alpha,normal,-
1611,3,Activity AP,,Wednesday,Jamika,normal,-
1611,4,Activity AQ,,Friday,Lucy,normal,-
1611,5,Activity AR,,Friday,Hassie,normal,-
1611,6,Activity AS,,Wednesday,Hugo,normal,-
1611,7,Activity AJ,,Tuesday,Chan,normal,-
1611,8,Activity B,,Friday,Rossana,normal,-
1612,1,Activity A,,Thursday,Clayton,normal,-
1612,2,Activity AI,,Friday,Pam,normal,-
1612,3,Activity AL,,Wednesday,Issac,normal,-
1612,4,Activity AM,,Thursday,Ling,normal,-
1612,5,Activity AN,,Wednesday,Johnny,normal,-
1612,6,Activity AO,,Thursday,Sherell,normal,-
1612,7,Activity AJ,,Thursday,Jack,normal,-
1612,8,Activity B,,Wednesday,Charles,normal,-
1613,1,Activity A,,Thursday,Clayton,normal,-
1613,2,Activity AI,,Friday,Della,normal,-
1613,3,Activity AK,,Friday,Sandra,normal,-
1613,4,Activity AJ,,Friday,Hannah,normal,-
1613,5,Activity B,,Friday,Amanda,normal,-
1614,1,Activity A,,Monday,Brant,normal,-
1614,2,Activity L,,Tuesday,Gema,normal,-
1614,3,Activity P,,Thursday,Sherlene,normal,-
1614,4,Activity Q,,Monday,Lucy,normal,-
1614,5,Activity M,,Wednesday,Keven,normal,-
1614,6,Activity R,,Tuesday,James,normal,-
1614,7,Activity T,,Tuesday,Brant,normal,-
1614,8,Activity U,,Friday,Sonia,normal,-
1614,9,Activity S,,Thursday,Anna,normal,-
1614,10,Activity B,,Thursday,Lourdes,normal,-
1615,1,Activity A,,Thursday,Clayton,normal,-
1615,2,Activity AI,,Thursday,Alpha,normal,-
1615,3,Activity AP,,Monday,Wilton,normal,-
1615,4,Activity AQ,,Tuesday,Jimmy,normal,-
1615,5,Activity AR,,Friday,Sonia,normal,-
1615,6,Activity AS,,Wednesday,Earl,normal,-
1615,7,Activity AJ,,Thursday,Hannah,normal,-
1615,8,Activity B,,Friday,Amanda,normal,-
1616,1,Activity A,,Wednesday,Deloras,normal,-
1616,2,Activity C,,Friday,Sharee,normal,-
1616,3,Activity D,,Tuesday,Craig,normal,-
1616,4,Activity E,,Monday,Rossie,normal,-
1616,5,Activity H,,Thursday,Hannah,normal,-
1616,6,Activity F,,Tuesday,Chan,normal,-
1616,7,Activity J,,Friday,Roseanne,normal,-
1616,8,Activity K,,Tuesday,Ronald,normal,-
1616,9,Activity B,,Monday,Hugo,normal,-
1617,1,Activity A,,Friday,Alpha,normal,-
1617,2,Activity AT,,Monday,Sonia,normal,-
1617,3,Activity AX,,Thursday,Gema,normal,-
1617,4,Activity AU,,Wednesday,Lucy,normal,-
1617,5,Activity B,,Tuesday,Rossie,normal,-
1618,1,Activity A,,Monday,Carmella,normal,-
1618,2,Activity C,,Friday,Sharee,normal,-
1618,3,Activity D,,Wednesday,Joe,normal,-
1618,4,Activity E,,Wednesday,Vickie,normal,-
1618,5,Activity I,,Friday,Sherlene,normal,-
1618,6,Activity F,,Friday,Steve,normal,-
1618,7,Activity J,,Monday,Ryan,normal,-
1618,8,Activity K,,Thursday,Carmella,normal,-
1618,9,Activity B,,Friday,Melany,normal,-
1619,1,Activity A,,Friday,Clayton,normal,-
1619,2,Activity AI,,Thursday,Alpha,normal,-
1619,3,Activity AP,,Tuesday,Jamika,normal,-
1619,4,Activity AQ,,Friday,Lucy,normal,-
1619,5,Activity AR,,Thursday,Donald,normal,-
1619,6,Activity AS,,Wednesday,Earl,normal,-
1619,7,Activity AJ,,Thursday,Jack,normal,-
1619,8,Activity B,,Wednesday,Charles,normal,-
1620,1,Activity A,,Monday,Melany,normal,-
1620,2,Activity L,,Thursday,Anna,normal,-
1620,3,Activity N,,Tuesday,Junior,normal,-
1620,4,Activity M,,Monday,Frances,normal,-
1620,5,Activity R,,Friday,James,normal,-
1620,6,Activity T,,Monday,Brant,normal,-
1620,7,Activity U,,Monday,Emily,normal,-
1620,8,Activity S,,Tuesday,Anna,normal,-
1620,9,Activity B,,Monday,Lucy,normal,-
1621,1,Activity A,,Friday,Alpha,normal,-
1621,2,Activity AT,,Wednesday,Sonia,normal,-
1621,3,Activity AX,,Wednesday,Gema,normal,-
1621,4,Activity AU,,Tuesday,Lucy,normal,-
1621,5,Activity B,,Monday,Lucy,normal,-
1622,1,Activity A,,Wednesday,Clayton,normal,-
1622,2,Activity AI,,Thursday,Alpha,normal,-
1622,3,Activity AP,,Monday,Wilton,normal,-
1622,4,Activity AQ,,Tuesday,Jimmy,normal,-
1622,5,Activity AR,,Thursday,Hassie,normal,-
1622,6,Activity AS,,Wednesday,Earl,normal,-
1622,7,Activity AJ,,Monday,Seth,normal,-
1622,8,Activity B,,Monday,Tiffiny,normal,-
1623,1,Activity A,,Thursday,Clayton,normal,-
1623,2,Activity AI,,Thursday,Della,normal,-
1623,3,Activity AK,,Friday,Sandra,normal,-
1623,4,Activity AJ,,Monday,Seth,normal,-
1623,5,Activity B,,Monday,Tiffiny,normal,-
1624,1,Activity A,,Friday,Alpha,normal,-
1624,2,Activity AT,,Monday,Sonia,normal,-
1624,3,Activity AX,,Monday,Gema,normal,-
1624,4,Activity AU,,Tuesday,Lucy,normal,-
1624,5,Activity B,,Tuesday,Rossie,normal,-
1625,1,Activity A,,Monday,Brant,anomalous,"{'size': 1, 'start': 6, 'skipped': [{'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Wednesday'}}]}"
1625,2,Activity L,,Monday,Junior,anomalous,"{'size': 1, 'start': 6, 'skipped': [{'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Wednesday'}}]}"
1625,3,Activity N,,Tuesday,Junior,anomalous,"{'size': 1, 'start': 6, 'skipped': [{'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Wednesday'}}]}"
1625,4,Activity M,,Monday,Frances,anomalous,"{'size': 1, 'start': 6, 'skipped': [{'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Wednesday'}}]}"
1625,5,Activity R,,Wednesday,Sharee,anomalous,"{'size': 1, 'start': 6, 'skipped': [{'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Wednesday'}}]}"
1625,6,Activity T,,Wednesday,Shandi,anomalous,"{'size': 1, 'start': 6, 'skipped': [{'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Wednesday'}}]}"
1625,7,Activity S,,Monday,Velda,anomalous,"{'size': 1, 'start': 6, 'skipped': [{'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Wednesday'}}]}"
1625,8,Activity B,,Thursday,Keven,anomalous,"{'size': 1, 'start': 6, 'skipped': [{'name': 'Activity U', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Wednesday'}}]}"
1626,1,Activity A,,Friday,Deloras,normal,-
1626,2,Activity C,,Friday,Sharee,normal,-
1626,3,Activity D,,Tuesday,Josef,normal,-
1626,4,Activity E,,Monday,Alpha,normal,-
1626,5,Activity G,,Wednesday,Jamika,normal,-
1626,6,Activity F,,Monday,Steve,normal,-
1626,7,Activity J,,Tuesday,Iluminada,normal,-
1626,8,Activity K,,Thursday,Iluminada,normal,-
1626,9,Activity B,,Monday,Iluminada,normal,-
1627,1,Activity A,,Friday,Alpha,normal,-
1627,2,Activity AT,,Thursday,Johnny,normal,-
1627,3,Activity AX,,Tuesday,Gema,normal,-
1627,4,Activity AU,,Tuesday,Lucy,normal,-
1627,5,Activity B,,Tuesday,Rossie,normal,-
1628,1,Activity A,,Wednesday,Brant,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,2,Activity L,,Tuesday,Gema,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,3,Activity P,,Thursday,Sherlene,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,4,Activity AE,,Monday,Ling,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,5,Activity AD,,Tuesday,Howard,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,6,Activity Q,,Monday,Lucy,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,7,Activity M,,Wednesday,Keven,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,8,Activity R,,Friday,Alyce,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,9,Activity AC,,Wednesday,Sonia,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,10,Activity S,,Friday,Jamika,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1628,11,Activity B,,Tuesday,Hannah,anomalous,"{'shift_from': 9, 'shift_to': 3, 'size': 2}"
1629,1,Activity A,,Monday,Amanda,normal,-
1629,2,Activity AI,,Tuesday,Evelin,normal,-
1629,3,Activity AL,,Thursday,Doretta,normal,-
1629,4,Activity AM,,Thursday,Ling,normal,-
1629,5,Activity AN,,Wednesday,Johnny,normal,-
1629,6,Activity AO,,Thursday,Sherell,normal,-
1629,7,Activity AJ,,Thursday,Jack,normal,-
1629,8,Activity B,,Wednesday,Alpha,normal,-
1630,1,Activity A,,Friday,Alpha,normal,-
1630,2,Activity AT,,Wednesday,Sonia,normal,-
1630,3,Activity AX,,Friday,Gema,normal,-
1630,4,Activity AU,,Wednesday,Lucy,normal,-
1630,5,Activity B,,Monday,Lucy,normal,-
1631,1,Activity A,,Wednesday,Clayton,anomalous,"{'size': 1, 'start': 3, 'skipped': [{'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jack', 'day': 'Thursday'}}]}"
1631,2,Activity AI,,Thursday,Della,anomalous,"{'size': 1, 'start': 3, 'skipped': [{'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jack', 'day': 'Thursday'}}]}"
1631,3,Activity AK,,Friday,Sandra,anomalous,"{'size': 1, 'start': 3, 'skipped': [{'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jack', 'day': 'Thursday'}}]}"
1631,4,Activity B,,Wednesday,Charles,anomalous,"{'size': 1, 'start': 3, 'skipped': [{'name': 'Activity AJ', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Jack', 'day': 'Thursday'}}]}"
1632,1,Activity A,,Monday,Melany,normal,-
1632,2,Activity L,,Thursday,Roy,normal,-
1632,3,Activity O,,Wednesday,Johnny,normal,-
1632,4,Activity M,,Monday,Jamika,normal,-
1632,5,Activity R,,Thursday,Lucy,normal,-
1632,6,Activity V,,Thursday,Josef,normal,-
1632,7,Activity S,,Friday,Josef,normal,-
1632,8,Activity B,,Wednesday,Lucy,normal,-
1633,1,Activity A,,Monday,Brant,normal,-
1633,2,Activity L,,Monday,Junior,normal,-
1633,3,Activity N,,Tuesday,Junior,normal,-
1633,4,Activity M,,Monday,Frances,normal,-
1633,5,Activity R,,Wednesday,James,normal,-
1633,6,Activity T,,Tuesday,Brant,normal,-
1633,7,Activity U,,Monday,Emily,normal,-
1633,8,Activity S,,Friday,Josef,normal,-
1633,9,Activity B,,Wednesday,Lucy,normal,-
1634,1,Activity A,,Thursday,Amanda,normal,-
1634,2,Activity AI,,Thursday,Della,normal,-
1634,3,Activity AK,,Friday,Sandra,normal,-
1634,4,Activity AJ,,Thursday,Hassie,normal,-
1634,5,Activity B,,Wednesday,Charles,normal,-
1635,1,Activity A,,Friday,Frances,normal,-
1635,2,Activity AI,,Thursday,Jack,normal,-
1635,3,Activity AP,,Tuesday,Jamika,normal,-
1635,4,Activity AQ,,Friday,Lucy,normal,-
1635,5,Activity AR,,Friday,Hannah,normal,-
1635,6,Activity AS,,Wednesday,Earl,normal,-
1635,7,Activity AJ,,Tuesday,Chan,normal,-
1635,8,Activity B,,Friday,Amanda,normal,-
1636,1,Activity L,,Thursday,Velda,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,2,Activity A,,Monday,Brant,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,3,Activity P,,Thursday,Sherlene,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,4,Activity Q,,Monday,Lucy,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,5,Activity M,,Wednesday,Keven,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,6,Activity R,,Tuesday,Alpha,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,7,Activity T,,Tuesday,Brant,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,8,Activity U,,Wednesday,Lourdes,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,9,Activity S,,Friday,Junior,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1636,10,Activity B,,Friday,Keven,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1637,1,Activity A,,Thursday,Frances,normal,-
1637,2,Activity AI,,Thursday,Alpha,normal,-
1637,3,Activity AP,,Monday,Wilton,normal,-
1637,4,Activity AQ,,Friday,Lucy,normal,-
1637,5,Activity AR,,Thursday,Lucy,normal,-
1637,6,Activity AS,,Wednesday,Earl,normal,-
1637,7,Activity AJ,,Friday,Chan,normal,-
1637,8,Activity B,,Friday,Rossana,normal,-
1638,1,Activity A,,Monday,Clayton,anomalous,"{'size': 2, 'start': 2, 'skipped': [{'name': 'Activity AL', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hassie', 'day': 'Thursday'}}, {'name': 'Activity AM', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Ling', 'day': 'Thursday'}}]}"
