case_id,event_position,activity_name,timestamp,company,country,day,user,label,anomaly_description
1653,6,Activity M,,Dalttechnology,Norfolk Island,Friday,Frances,anomalous,"{'indices': [1, 9]}"
1653,7,Activity R,,Hottechi,Western Sahara,Wednesday,Jamika,anomalous,"{'indices': [1, 9]}"
1653,8,Activity W,,Y-corporation,Slovenia,Monday,Alyce,anomalous,"{'indices': [1, 9]}"
1653,9,Activity Y,,Lexiqvolax,Kyrgyzstan,Thursday,Brian,anomalous,"{'indices': [1, 9]}"
1653,10,Random activity 14,,Random company 6,Random country 44,Random day 2,Random user 59,anomalous,"{'indices': [1, 9]}"
1653,11,Activity X,,dambase,Uzbekistan,Monday,Alpha,anomalous,"{'indices': [1, 9]}"
1653,12,Activity S,,Ganjaflex,Togo,Friday,Rossana,anomalous,"{'indices': [1, 9]}"
1653,13,Activity B,,Bioholding,Isle Of Man,Tuesday,Rossie,anomalous,"{'indices': [1, 9]}"
1654,1,Activity AW,,Streethex,Malawi,Thursday,Lucy,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 1}"
1654,2,Activity A,,Xx-zobam,Liechtenstein,Monday,Joe,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 1}"
1654,3,Activity AT,,Hottechi,Afghanistan,Wednesday,Amanda,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 1}"
1654,4,Activity AV,,Zoomit,Yemen,Wednesday,Elisha,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 1}"
1654,5,Activity AU,,Treequote,Liberia,Wednesday,Keven,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 1}"
1654,6,Activity B,,Inity,Guatemala,Tuesday,Hassie,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 1}"
1655,1,Activity A,,Plussunin,Pitcairn,Tuesday,Alyce,anomalous,"{'shift_from': 7, 'shift_to': 1, 'size': 2}"
1655,2,Activity AO,,Goodsilron,Mexico,Thursday,Johnny,anomalous,"{'shift_from': 7, 'shift_to': 1, 'size': 2}"
1655,3,Activity AJ,,Labdrill,Tonga,Thursday,Jamika,anomalous,"{'shift_from': 7, 'shift_to': 1, 'size': 2}"
1655,4,Activity AI,,Silis,Papua New Guinea,Wednesday,Issac,anomalous,"{'shift_from': 7, 'shift_to': 1, 'size': 2}"
1655,5,Activity AL,,Funholding,Ethiopia,Wednesday,Brian,anomalous,"{'shift_from': 7, 'shift_to': 1, 'size': 2}"
1655,6,Activity AM,,year-job,Saint Barthelemy,Monday,Hannah,anomalous,"{'shift_from': 7, 'shift_to': 1, 'size': 2}"
1655,7,Activity AN,,Inity,Falkland Islands (Malvinas),Tuesday,Johnny,anomalous,"{'shift_from': 7, 'shift_to': 1, 'size': 2}"
1655,8,Activity B,,Dontechi,Malaysia,Monday,Grayce,anomalous,"{'shift_from': 7, 'shift_to': 1, 'size': 2}"
1656,1,Activity A,,Gogozoom,United Kingdom,Monday,Grayce,normal,-
1656,2,Activity AT,,Hottechi,Afghanistan,Wednesday,Amanda,normal,-
1656,3,Activity AV,,Zoomit,Yemen,Wednesday,Elisha,normal,-
1656,4,Activity AW,,Isdom,Swaziland,Tuesday,Steve,normal,-
1656,5,Activity AU,,Codehow,Saint Helena,Wednesday,Keven,normal,-
1656,6,Activity B,,Inity,Mauritania,Friday,Hassie,normal,-
1657,1,Activity A,,Toughzap,Azerbaijan,Monday,Grayce,normal,-
1657,2,Activity AT,,Hottechi,Afghanistan,Friday,Amanda,normal,-
1657,3,Activity AV,,Sumace,Cuba,Friday,Johnny,normal,-
1657,4,Activity AW,,Opentech,Swaziland,Thursday,Steve,normal,-
1657,5,Activity AU,,Treequote,Liberia,Wednesday,Brant,normal,-
1657,6,Activity B,,Inity,Guatemala,Tuesday,Hassie,normal,-
1658,1,Activity A,,Codehow,Sri Lanka,Friday,Hassie,normal,-
1658,2,Activity C,,Betatech,Israel,Monday,Jack,normal,-
1658,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,normal,-
1658,4,Activity E,,Rantouch,Brunei Darussalam,Tuesday,Vickie,normal,-
1658,5,Activity H,,Ontomedia,Finland,Thursday,Charles,normal,-
1658,6,Activity F,,year-job,Reunion,Monday,Evelin,normal,-
1658,7,Activity J,,Betatech,France,Wednesday,Sherell,normal,-
1658,8,Activity K,,Plussunin,Nauru,Thursday,Sharee,normal,-
1658,9,Activity B,,Inity,Guatemala,Tuesday,Hassie,normal,-
1659,1,Activity A,,Xx-zobam,Liechtenstein,Monday,Maryellen,normal,-
1659,2,Activity AT,,Ron-tech,Dominica,Friday,Paul,normal,-
1659,3,Activity AY,,Ron-tech,Nigeria,Thursday,Brant,normal,-
1659,4,Activity AZ,,Toughzap,Jersey,Wednesday,Hassie,normal,-
1659,5,Activity BA,,dambase,Bosnia And Herzegovina,Wednesday,Ling,normal,-
1659,6,Activity BB,,Donware,Croatia,Friday,Roy,normal,-
1659,7,Activity AU,,Golddex,Malta,Wednesday,Evelin,normal,-
1659,8,Activity B,,Dontechi,Sudan,Thursday,Grayce,normal,-
1660,1,Activity A,,Xx-zobam,Liechtenstein,Monday,Grayce,normal,-
1660,2,Activity AT,,Ron-tech,Saint Vincent And Grenadines,Monday,Paul,normal,-
1660,3,Activity AY,,Plusstrip,Peru,Tuesday,Brant,normal,-
1660,4,Activity AZ,,Toughzap,Jersey,Wednesday,Hassie,normal,-
1660,5,Activity BA,,dambase,Bosnia And Herzegovina,Wednesday,Marilyn,normal,-
1660,6,Activity BB,,Donware,Croatia,Friday,Roy,normal,-
1660,7,Activity AU,,Dalttechnology,Ghana,Tuesday,Lannie,normal,-
1660,8,Activity B,,Dontechi,Malaysia,Thursday,Grayce,normal,-
1661,1,Activity A,,Codehow,Sri Lanka,Friday,Hassie,normal,-
1661,2,Activity C,,Betatech,Israel,Monday,Jack,normal,-
1661,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,normal,-
1661,4,Activity E,,Xx-holding,Iraq,Monday,Ronald,normal,-
1661,5,Activity G,,Rundofase,Macedonia,Thursday,Clayton,normal,-
1661,6,Activity F,,year-job,Reunion,Monday,Evelin,normal,-
1661,7,Activity J,,Betatech,France,Wednesday,Sherell,normal,-
1661,8,Activity K,,Rundofase,Nauru,Wednesday,Sharee,normal,-
1661,9,Activity B,,Inity,Guatemala,Tuesday,Hassie,normal,-
1662,1,Activity A,,Xx-zobam,Liechtenstein,Monday,Grayce,normal,-
1662,2,Activity AT,,Ron-tech,Saint Vincent And Grenadines,Monday,Paul,normal,-
1662,3,Activity AY,,Plusstrip,Bouvet Island,Thursday,Brant,normal,-
1662,4,Activity AZ,,Toughzap,Jersey,Wednesday,Hassie,normal,-
1662,5,Activity BA,,Finhigh,Burundi,Friday,Marilyn,normal,-
1662,6,Activity BB,,Donware,Croatia,Friday,Roy,normal,-
1662,7,Activity AU,,Golddex,Malta,Wednesday,Evelin,normal,-
1662,8,Activity B,,Dontechi,Malaysia,Monday,Grayce,normal,-
1663,1,Activity A,,Codehow,Sri Lanka,Friday,Hassie,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1663,2,Activity C,,Betatech,Israel,Monday,Jack,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1663,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1663,4,Activity E,,Xx-holding,Iraq,Monday,Ronald,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1663,5,Activity K,,Plussunin,Nauru,Wednesday,Sharee,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1663,6,Activity G,,Rundofase,Macedonia,Thursday,Clayton,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1663,7,Activity F,,year-job,Reunion,Thursday,Ling,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1663,8,Activity J,,Betatech,France,Tuesday,Elisha,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1663,9,Activity B,,Inity,Guatemala,Tuesday,Hassie,anomalous,"{'shift_from': 8, 'shift_to': 4, 'size': 1}"
1664,1,Activity A,,Toughzap,Azerbaijan,Monday,Maryellen,normal,-
1664,2,Activity AT,,Ron-tech,Saint Vincent And Grenadines,Monday,Paul,normal,-
1664,3,Activity AY,,Plusstrip,Bouvet Island,Thursday,Brant,normal,-
1664,4,Activity AZ,,Toughzap,Jersey,Wednesday,Hassie,normal,-
1664,5,Activity BA,,Finhigh,Burundi,Friday,Marilyn,normal,-
1664,6,Activity BB,,Donware,Croatia,Friday,Roy,normal,-
1664,7,Activity AU,,Golddex,Malta,Wednesday,Evelin,normal,-
1664,8,Activity B,,Dontechi,Malaysia,Thursday,Grayce,normal,-
1665,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,normal,-
1665,2,Activity C,,Betatech,Israel,Monday,Jack,normal,-
1665,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,normal,-
1665,4,Activity E,,Rantouch,Reunion,Friday,Deloras,normal,-
1665,5,Activity H,,Ontomedia,Jordan,Wednesday,Charles,normal,-
1665,6,Activity F,,year-job,Moldova,Friday,Roseanne,normal,-
1665,7,Activity J,,Betatech,France,Wednesday,Sherell,normal,-
1665,8,Activity K,,Plussunin,"Congo, Democratic Republic",Tuesday,Sharee,normal,-
1665,9,Activity B,,Inity,Mauritania,Friday,Hassie,normal,-
1666,1,Activity AV,,Sumace,Cuba,Friday,Johnny,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1666,2,Activity AW,,Isdom,Swaziland,Thursday,Steve,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1666,3,Activity A,,Toughzap,Azerbaijan,Monday,Maryellen,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1666,4,Activity AT,,Hottechi,Afghanistan,Wednesday,Amanda,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1666,5,Activity AU,,Codehow,Saint Helena,Monday,Alpha,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1666,6,Activity B,,Inity,Guatemala,Tuesday,Hassie,anomalous,"{'shift_from': 4, 'shift_to': 0, 'size': 2}"
1667,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,anomalous,{'indices': [7]}
1667,2,Activity C,,Betatech,Israel,Monday,Jack,anomalous,{'indices': [7]}
1667,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,anomalous,{'indices': [7]}
1667,4,Activity E,,Xx-holding,Iraq,Monday,Ronald,anomalous,{'indices': [7]}
1667,5,Activity G,,Rundofase,Macedonia,Thursday,Clayton,anomalous,{'indices': [7]}
1667,6,Activity F,,year-job,Moldova,Friday,Roseanne,anomalous,{'indices': [7]}
1667,7,Activity J,,Betatech,France,Wednesday,Sherell,anomalous,{'indices': [7]}
1667,8,Random activity 33,,Random company 42,Random country 124,Random day 2,Random user 16,anomalous,{'indices': [7]}
1667,9,Activity K,,Xx-zobam,Mexico,Thursday,Rossana,anomalous,{'indices': [7]}
1667,10,Activity B,,Dontechi,Malaysia,Monday,Grayce,anomalous,{'indices': [7]}
1668,1,Activity BA,,dambase,Bosnia And Herzegovina,Wednesday,Marilyn,anomalous,"{'shift_from': 6, 'shift_to': 0, 'size': 2}"
1668,2,Activity BB,,Donware,Croatia,Tuesday,Roy,anomalous,"{'shift_from': 6, 'shift_to': 0, 'size': 2}"
1668,3,Activity A,,Xx-zobam,Liechtenstein,Monday,Joe,anomalous,"{'shift_from': 6, 'shift_to': 0, 'size': 2}"
1668,4,Activity AT,,Ron-tech,Dominica,Friday,Paul,anomalous,"{'shift_from': 6, 'shift_to': 0, 'size': 2}"
1668,5,Activity AY,,Plusstrip,Bouvet Island,Thursday,Brant,anomalous,"{'shift_from': 6, 'shift_to': 0, 'size': 2}"
1668,6,Activity AZ,,Toughzap,Jersey,Wednesday,Hassie,anomalous,"{'shift_from': 6, 'shift_to': 0, 'size': 2}"
1668,7,Activity AU,,Golddex,Malta,Wednesday,Evelin,anomalous,"{'shift_from': 6, 'shift_to': 0, 'size': 2}"
1668,8,Activity B,,Dontechi,Sudan,Monday,Grayce,anomalous,"{'shift_from': 6, 'shift_to': 0, 'size': 2}"
1669,1,Activity A,,Plussunin,Pitcairn,Tuesday,Alyce,normal,-
1669,2,Activity AI,,Hottechi,Ethiopia,Wednesday,Jin,normal,-
1669,3,Activity AK,,Newex,Antigua And Barbuda,Friday,Iluminada,normal,-
1669,4,Activity AJ,,Finhigh,Iraq,Wednesday,Sherell,normal,-
1669,5,Activity B,,Warephase,Ghana,Thursday,Lisa,normal,-
1670,1,Activity A,,Xx-zobam,Liechtenstein,Monday,Joe,anomalous,"{'shift_from': 1, 'shift_to': 3, 'size': 2}"
1670,2,Activity AW,,Opentech,Swaziland,Thursday,Steve,anomalous,"{'shift_from': 1, 'shift_to': 3, 'size': 2}"
1670,3,Activity AU,,Treequote,Liberia,Wednesday,Brant,anomalous,"{'shift_from': 1, 'shift_to': 3, 'size': 2}"
1670,4,Activity AT,,Hottechi,Afghanistan,Wednesday,Amanda,anomalous,"{'shift_from': 1, 'shift_to': 3, 'size': 2}"
1670,5,Activity AV,,Sumace,Cuba,Friday,Johnny,anomalous,"{'shift_from': 1, 'shift_to': 3, 'size': 2}"
1670,6,Activity B,,Inity,Mauritania,Friday,Hassie,anomalous,"{'shift_from': 1, 'shift_to': 3, 'size': 2}"
1671,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1671,2,Activity F,,year-job,Moldova,Friday,Roseanne,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1671,3,Activity C,,Betatech,Burundi,Friday,Amanda,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1671,4,Activity D,,Stanredtax,French Polynesia,Monday,Earl,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1671,5,Activity E,,Faxquote,Kenya,Friday,Deloras,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1671,6,Activity H,,Donquadtech,Jordan,Wednesday,Alyce,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1671,7,Activity J,,Betatech,France,Wednesday,Sherell,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1671,8,Activity K,,Xx-zobam,Mexico,Thursday,Rossana,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1671,9,Activity B,,Dontechi,Sudan,Monday,Emily,anomalous,"{'shift_from': 6, 'shift_to': 1, 'size': 1}"
1672,1,Activity A,,Toughzap,Azerbaijan,Monday,Joe,normal,-
1672,2,Activity AT,,Hottechi,Afghanistan,Wednesday,Amanda,normal,-
1672,3,Activity AV,,Zoomit,Yemen,Wednesday,Elisha,normal,-
1672,4,Activity AW,,Isdom,Malawi,Tuesday,Steve,normal,-
1672,5,Activity AU,,Treequote,Liberia,Wednesday,Brant,normal,-
1672,6,Activity B,,Inity,Mauritania,Friday,Hassie,normal,-
1673,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,anomalous,"{'indices': [1, 7]}"
1673,2,Random activity 39,,Random company 42,Random country 105,Random day 1,Random user 37,anomalous,"{'indices': [1, 7]}"
1673,3,Activity C,,Betatech,Israel,Monday,Jack,anomalous,"{'indices': [1, 7]}"
1673,4,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,anomalous,"{'indices': [1, 7]}"
1673,5,Activity E,,Condax,Denmark,Tuesday,Sigrid,anomalous,"{'indices': [1, 7]}"
1673,6,Activity I,,Treequote,French Polynesia,Thursday,Brant,anomalous,"{'indices': [1, 7]}"
1673,7,Activity F,,year-job,Reunion,Thursday,Evelin,anomalous,"{'indices': [1, 7]}"
1673,8,Random activity 48,,Random company 54,Random country 101,Random day 4,Random user 29,anomalous,"{'indices': [1, 7]}"
1673,9,Activity J,,Betatech,France,Wednesday,Sherell,anomalous,"{'indices': [1, 7]}"
1673,10,Activity K,,Sumace,"Congo, Democratic Republic",Tuesday,Sharee,anomalous,"{'indices': [1, 7]}"
1673,11,Activity B,,Inity,Mauritania,Friday,Hassie,anomalous,"{'indices': [1, 7]}"
1674,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,normal,-
1674,2,Activity C,,Betatech,Israel,Friday,Amanda,normal,-
1674,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,normal,-
1674,4,Activity E,,Konmatfix,Denmark,Tuesday,Sigrid,normal,-
1674,5,Activity I,,Treequote,French Polynesia,Thursday,Brant,normal,-
1674,6,Activity F,,year-job,Moldova,Friday,Roseanne,normal,-
1674,7,Activity J,,Betatech,France,Wednesday,Sherell,normal,-
1674,8,Activity K,,Sumace,Nauru,Wednesday,Sharee,normal,-
1674,9,Activity B,,Inity,Guatemala,Tuesday,Hassie,normal,-
1675,1,Activity A,,Plussunin,Pitcairn,Tuesday,Alyce,normal,-
1675,2,Activity AI,,Hottechi,Ethiopia,Wednesday,Jin,normal,-
1675,3,Activity AK,,Sonron,Antigua And Barbuda,Wednesday,Velda,normal,-
1675,4,Activity AJ,,Gogozoom,Tonga,Thursday,Jamika,normal,-
1675,5,Activity B,,Dontechi,Malaysia,Thursday,Grayce,normal,-
1676,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1676,2,Activity C,,Betatech,Israel,Monday,Jack,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1676,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1676,4,Activity F,,year-job,Reunion,Thursday,Evelin,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1676,5,Activity J,,Betatech,France,Tuesday,Elisha,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1676,6,Activity K,,Iselectrics,Australia,Thursday,Rossana,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1676,7,Activity E,,Plusstrip,Kenya,Tuesday,Deloras,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1676,8,Activity H,,Gogozoom,"Micronesia, Federated States Of",Thursday,Charles,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1676,9,Activity B,,Dontechi,Sudan,Wednesday,Lucy,anomalous,"{'shift_from': 3, 'shift_to': 6, 'size': 2}"
1677,1,Random activity 19,,Random company 65,Random country 241,Random day 4,Random user 36,anomalous,"{'indices': [0, 7]}"
1677,2,Activity A,,Codehow,Sri Lanka,Friday,Hassie,anomalous,"{'indices': [0, 7]}"
1677,3,Activity C,,Betatech,Burundi,Friday,Amanda,anomalous,"{'indices': [0, 7]}"
1677,4,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,anomalous,"{'indices': [0, 7]}"
1677,5,Activity E,,Condax,Denmark,Tuesday,Sigrid,anomalous,"{'indices': [0, 7]}"
1677,6,Activity I,,Treequote,French Polynesia,Thursday,Brant,anomalous,"{'indices': [0, 7]}"
1677,7,Activity F,,Nam-zim,Reunion,Monday,Evelin,anomalous,"{'indices': [0, 7]}"
1677,8,Random activity 12,,Random company 36,Random country 130,Random day 3,Random user 64,anomalous,"{'indices': [0, 7]}"
1677,9,Activity J,,Betatech,France,Tuesday,Elisha,anomalous,"{'indices': [0, 7]}"
1677,10,Activity K,,Plussunin,Nauru,Tuesday,Sharee,anomalous,"{'indices': [0, 7]}"
1677,11,Activity B,,Inity,Guatemala,Tuesday,Hassie,anomalous,"{'indices': [0, 7]}"
1678,1,Activity A,,Toughzap,Azerbaijan,Monday,Grayce,normal,-
1678,2,Activity AT,,Ron-tech,Saint Vincent And Grenadines,Monday,Paul,normal,-
1678,3,Activity AY,,Plusstrip,Bouvet Island,Thursday,Brant,normal,-
1678,4,Activity AZ,,Toughzap,Jersey,Wednesday,Hassie,normal,-
1678,5,Activity BA,,Finhigh,Burundi,Friday,Marilyn,normal,-
1678,6,Activity BB,,Donware,Croatia,Tuesday,Roy,normal,-
1678,7,Activity AU,,Golddex,Malta,Wednesday,Evelin,normal,-
1678,8,Activity B,,Dontechi,Malaysia,Wednesday,Emily,normal,-
1679,1,Activity A,,Toughzap,Azerbaijan,Monday,Grayce,normal,-
1679,2,Activity AT,,Ron-tech,Saint Vincent And Grenadines,Monday,Paul,normal,-
1679,3,Activity AY,,Ron-tech,Nigeria,Tuesday,Brant,normal,-
1679,4,Activity AZ,,Toughzap,Jersey,Wednesday,Hassie,normal,-
1679,5,Activity BA,,dambase,Bosnia And Herzegovina,Wednesday,Marilyn,normal,-
1679,6,Activity BB,,Donware,Croatia,Tuesday,Roy,normal,-
1679,7,Activity AU,,Golddex,Malta,Wednesday,Evelin,normal,-
1679,8,Activity B,,Dontechi,Malaysia,Wednesday,Grayce,normal,-
1680,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,normal,-
1680,2,Activity C,,Betatech,Burundi,Friday,Amanda,normal,-
1680,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,normal,-
1680,4,Activity E,,Rantouch,Kenya,Monday,Carmella,normal,-
1680,5,Activity H,,Ontomedia,"Micronesia, Federated States Of",Thursday,Charles,normal,-
1680,6,Activity F,,Nam-zim,Reunion,Thursday,Ling,normal,-
1680,7,Activity J,,Betatech,France,Wednesday,Sherell,normal,-
1680,8,Activity K,,Xx-zobam,Mexico,Thursday,Rossana,normal,-
1680,9,Activity B,,Dontechi,Malaysia,Monday,Emily,normal,-
1681,1,Activity A,,Codehow,Panama,Wednesday,Roseanne,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,2,Activity L,,Scottech,Botswana,Friday,Evelin,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,3,Activity P,,Newex,Macao,Tuesday,Michaele,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,4,Activity Q,,Singletechno,Martinique,Friday,Pam,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,5,Activity R,,Groovestreet,Belize,Thursday,Jamika,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,6,Activity M,,Dalttechnology,Norfolk Island,Friday,Frances,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,7,Activity W,,Blackzim,Afghanistan,Tuesday,James,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,8,Activity AB,,Ontomedia,Mali,Monday,Doretta,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,9,Activity X,,Mathtouch,Christmas Island,Tuesday,Chan,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,10,Activity S,,Groovestreet,Holy See (Vatican City State),Thursday,Wilton,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1681,11,Activity B,,Bioholding,Nauru,Wednesday,Rossie,anomalous,"{'shift_from': 6, 'shift_to': 4, 'size': 1}"
1682,1,Activity A,,Toughzap,Senegal,Thursday,Deloras,anomalous,"{'index': [3, 3, 6, 7, 7], 'attribute_index': [3, 2, 2, 2, 1], 'attribute': ['user', 'day', 'day', 'day', 'country'], 'original': ['Vickie', 'Tuesday', 'Wednesday', 'Tuesday', 'Nauru']}"
1682,2,Activity C,,Betatech,Israel,Monday,Jack,anomalous,"{'index': [3, 3, 6, 7, 7], 'attribute_index': [3, 2, 2, 2, 1], 'attribute': ['user', 'day', 'day', 'day', 'country'], 'original': ['Vickie', 'Tuesday', 'Wednesday', 'Tuesday', 'Nauru']}"
1682,3,Activity D,,Stanredtax,Saint Lucia,Tuesday,Earl,anomalous,"{'index': [3, 3, 6, 7, 7], 'attribute_index': [3, 2, 2, 2, 1], 'attribute': ['user', 'day', 'day', 'day', 'country'], 'original': ['Vickie', 'Tuesday', 'Wednesday', 'Tuesday', 'Nauru']}"
1682,4,Activity E,,Rantouch,Reunion,Saturday,Donald,anomalous,"{'index': [3, 3, 6, 7, 7], 'attribute_index': [3, 2, 2, 2, 1], 'attribute': ['user', 'day', 'day', 'day', 'country'], 'original': ['Vickie', 'Tuesday', 'Wednesday', 'Tuesday', 'Nauru']}"
1682,5,Activity H,,Golddex,Finland,Monday,Charles,anomalous,"{'index': [3, 3, 6, 7, 7], 'attribute_index': [3, 2, 2, 2, 1], 'attribute': ['user', 'day', 'day', 'day', 'country'], 'original': ['Vickie', 'Tuesday', 'Wednesday', 'Tuesday', 'Nauru']}"
1682,6,Activity F,,year-job,Moldova,Friday,Roseanne,anomalous,"{'index': [3, 3, 6, 7, 7], 'attribute_index': [3, 2, 2, 2, 1], 'attribute': ['user', 'day', 'day', 'day', 'country'], 'original': ['Vickie', 'Tuesday', 'Wednesday', 'Tuesday', 'Nauru']}"
1682,7,Activity J,,Betatech,France,Monday,Sherell,anomalous,"{'index': [3, 3, 6, 7, 7], 'attribute_index': [3, 2, 2, 2, 1], 'attribute': ['user', 'day', 'day', 'day', 'country'], 'original': ['Vickie', 'Tuesday', 'Wednesday', 'Tuesday', 'Nauru']}"
1682,8,Activity K,,Rundofase,Cameroon,Sunday,Sharee,anomalous,"{'index': [3, 3, 6, 7, 7], 'attribute_index': [3, 2, 2, 2, 1], 'attribute': ['user', 'day', 'day', 'day', 'country'], 'original': ['Vickie', 'Tuesday', 'Wednesday', 'Tuesday', 'Nauru']}"
