case_id,event_position,activity_name,timestamp,user,label,anomaly_description
1665,1,Activity A,,Keven,anomalous,"{'size': 2, 'start': 3, 'skipped': [{'name': 'Activity T', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Ryan'}}]}"
1665,2,Activity O,,Melany,anomalous,"{'size': 2, 'start': 3, 'skipped': [{'name': 'Activity T', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Ryan'}}]}"
1665,3,Activity S,,Doretta,anomalous,"{'size': 2, 'start': 3, 'skipped': [{'name': 'Activity T', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Ryan'}}]}"
1665,4,Activity B,,Maryellen,anomalous,"{'size': 2, 'start': 3, 'skipped': [{'name': 'Activity T', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda'}}, {'name': 'Activity P', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Ryan'}}]}"
1666,1,Activity A,,Amanda,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,2,Activity C,,Pam,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,3,Activity G,,Steve,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,4,Activity D,,Deloras,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,5,Activity I,,Iluminada,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,6,Activity K,,Issac,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,7,Activity J,,Frances,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,8,Activity G,,Steve,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,9,Activity D,,Deloras,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1666,10,Activity B,,Michaele,anomalous,"{'size': 2, 'start': 7, 'inserted': [{'name': 'Activity G', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Steve'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Deloras'}}]}"
1667,1,Activity A,,Amanda,normal,-
1667,2,Activity C,,Keven,normal,-
1667,3,Activity G,,Amanda,normal,-
1667,4,Activity D,,Deloras,normal,-
1667,5,Activity I,,Alpha,normal,-
1667,6,Activity N,,Tiffiny,normal,-
1667,7,Activity J,,Micheline,normal,-
1667,8,Activity B,,Michaele,normal,-
1668,1,Activity A,,Rossana,normal,-
1668,2,Activity O,,Melany,normal,-
1668,3,Activity S,,Doretta,normal,-
1668,4,Activity T,,Velda,normal,-
1668,5,Activity P,,Paul,normal,-
1668,6,Activity B,,Alpha,normal,-
1669,1,Activity A,,Steve,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,2,Activity C,,Della,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,3,Activity G,,Amanda,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,4,Activity D,,Emily,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,5,Activity I,,Keven,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,6,Activity L,,Sandra,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,7,Activity J,,Micheline,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,8,Activity B,,Michaele,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,9,Activity L,,Sandra,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,10,Activity J,,Micheline,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1669,11,Activity B,,Michaele,anomalous,"{'size': 3, 'start': 8, 'inserted': [{'name': 'Activity L', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra'}}, {'name': 'Activity J', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Micheline'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele'}}]}"
1670,1,Activity A,,Doretta,normal,-
1670,2,Activity C,,Pam,normal,-
1670,3,Activity G,,Amanda,normal,-
1670,4,Activity D,,Emily,normal,-
1670,5,Activity I,,Melany,normal,-
1670,6,Activity K,,Velda,normal,-
1670,7,Activity J,,Hoyt,normal,-
1670,8,Activity B,,Sherlene,normal,-
1671,1,Activity A,,Micheline,normal,-
1671,2,Activity Y,,Johnny,normal,-
1671,3,Activity B,,Michaele,normal,-
1672,1,Activity O,,Brian,anomalous,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Rossana'}}]}"
1672,2,Activity U,,Jimmy,anomalous,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Rossana'}}]}"
1672,3,Activity W,,Evelin,anomalous,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Rossana'}}]}"
1672,4,Activity V,,Jamika,anomalous,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Rossana'}}]}"
1672,5,Activity P,,Ryan,anomalous,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Rossana'}}]}"
1672,6,Activity B,,Maryellen,anomalous,"{'size': 1, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Rossana'}}]}"
1673,1,Activity A,,Doretta,normal,-
1673,2,Activity C,,Della,normal,-
1673,3,Activity G,,Steve,normal,-
1673,4,Activity D,,Emily,normal,-
1673,5,Activity I,,Melany,normal,-
1673,6,Activity K,,Velda,normal,-
1673,7,Activity J,,Jamika,normal,-
1673,8,Activity B,,Michaele,normal,-
1674,1,Activity A,,Micheline,normal,-
1674,2,Activity Y,,Johnny,normal,-
1674,3,Activity B,,Michaele,normal,-
1675,1,Activity A,,Doretta,normal,-
1675,2,Activity C,,Jack,normal,-
1675,3,Activity F,,Howard,normal,-
1675,4,Activity D,,Wilton,normal,-
1675,5,Activity I,,Maryellen,normal,-
1675,6,Activity K,,Issac,normal,-
1675,7,Activity J,,Velda,normal,-
1675,8,Activity B,,Michaele,normal,-
1676,1,Activity U,,Velda,anomalous,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
1676,2,Activity X,,Della,anomalous,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
1676,3,Activity V,,Maryellen,anomalous,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
1676,4,Activity A,,Rossana,anomalous,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
1676,5,Activity O,,Ronald,anomalous,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
1676,6,Activity P,,Seth,anomalous,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
1676,7,Activity B,,Sherlene,anomalous,"{'shift_from': 0, 'shift_to': 3, 'size': 2}"
1677,1,Activity A,,Keven,normal,-
1677,2,Activity O,,Iluminada,normal,-
1677,3,Activity Q,,Elisha,normal,-
1677,4,Activity R,,Charles,normal,-
1677,5,Activity P,,Ryan,normal,-
1677,6,Activity B,,Alpha,normal,-
1678,1,Activity A,,Shandi,normal,-
