case_id,event_position,activity_name,timestamp,user,label,anomaly_description
1665,3,Activity T,,Grayce,anomalous,"{'indices': [0, 4]}"
1665,4,Activity AC,,Pam,anomalous,"{'indices': [0, 4]}"
1665,5,Random activity 75,,Random user 29,anomalous,"{'indices': [0, 4]}"
1665,6,Activity AF,,Sharee,anomalous,"{'indices': [0, 4]}"
1665,7,Activity AD,,Brant,anomalous,"{'indices': [0, 4]}"
1665,8,Activity U,,Ronald,anomalous,"{'indices': [0, 4]}"
1665,9,Activity B,,Deloras,anomalous,"{'indices': [0, 4]}"
1666,1,Activity A,,Amanda,normal,-
1666,2,Activity C,,Velda,normal,-
1666,3,Activity G,,Alyce,normal,-
1666,4,Activity I,,Lannie,normal,-
1666,5,Activity H,,Josef,normal,-
1666,6,Activity D,,Shandi,normal,-
1666,7,Activity S,,Gema,normal,-
1666,8,Activity B,,Ronald,normal,-
1667,1,Activity A,,Joe,normal,-
1667,2,Activity BC,,Micheline,normal,-
1667,3,Activity B,,Tiffiny,normal,-
1668,1,Activity A,,Sharee,normal,-
1668,2,Activity BZ,,Issac,normal,-
1668,3,Activity B,,Elisha,normal,-
1669,1,Activity E,,Donald,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Amanda'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lisa'}}]}"
1669,2,Activity F,,Keven,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Amanda'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lisa'}}]}"
1669,3,Activity D,,Sandra,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Amanda'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lisa'}}]}"
1669,4,Activity S,,Brian,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Amanda'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lisa'}}]}"
1669,5,Activity B,,Ronald,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Amanda'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lisa'}}]}"
1670,1,Activity BC,,Micheline,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1670,2,Activity A,,Seth,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1670,3,Activity B,,Tiffiny,anomalous,"{'shift_from': 0, 'shift_to': 1, 'size': 1}"
1671,1,Activity A,,Steve,normal,-
1671,2,Activity C,,Vickie,normal,-
1671,3,Activity L,,Pam,normal,-
1671,4,Activity N,,Vickie,normal,-
1671,5,Activity M,,Jack,normal,-
1671,6,Activity D,,Issac,normal,-
1671,7,Activity S,,Ryan,normal,-
1671,8,Activity B,,Tiffiny,normal,-
1672,1,Activity A,,Chan,normal,-
1672,2,Activity BD,,Junior,normal,-
1672,3,Activity BJ,,Vickie,normal,-
