case_id,event_position,activity_name,timestamp,day,user,label,anomaly_description
1676,1,Activity A,,Monday,Michaele,normal,-
1676,2,Activity N,,Monday,Shandi,normal,-
1676,3,Activity Y,,Friday,Grayce,normal,-
1676,4,Activity AC,,Friday,Carmella,normal,-
1676,5,Activity Z,,Thursday,Elisha,normal,-
1676,6,Activity O,,Thursday,Craig,normal,-
1676,7,Activity B,,Thursday,Sherlene,normal,-
1677,1,Activity A,,Monday,Michaele,normal,-
1677,2,Activity N,,Monday,Della,normal,-
1677,3,Activity AG,,Thursday,Earl,normal,-
1677,4,Activity AH,,Monday,Donald,normal,-
1677,5,Activity O,,Tuesday,Craig,normal,-
1677,6,Activity B,,Thursday,Alyce,normal,-
1678,1,Activity A,,Monday,Michaele,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1678,2,Activity N,,Monday,Elisha,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1678,3,Activity Y,,Monday,Michaele,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1678,4,Activity AA,,Monday,Craig,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1678,5,Activity N,,Monday,Elisha,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1678,6,Activity Y,,Monday,Michaele,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1678,7,Activity Z,,Monday,Jack,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1678,8,Activity O,,Thursday,Craig,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1678,9,Activity B,,Monday,Sherlene,anomalous,"{'size': 2, 'start': 4, 'inserted': [{'name': 'Activity N', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Elisha', 'day': 'Monday'}}, {'name': 'Activity Y', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Michaele', 'day': 'Monday'}}]}"
1679,1,Activity A,,Wednesday,Gema,normal,-
1679,2,Activity C,,Friday,Junior,normal,-
1679,3,Activity K,,Friday,Emily,normal,-
1679,4,Activity D,,Monday,Frances,normal,-
1679,5,Activity B,,Thursday,Keven,normal,-
1680,1,Activity AF,,Friday,Vickie,anomalous,"{'shift_from': 5, 'shift_to': 0, 'size': 2}"
1680,2,Activity O,,Friday,Anna,anomalous,"{'shift_from': 5, 'shift_to': 0, 'size': 2}"
1680,3,Activity A,,Wednesday,Michaele,anomalous,"{'shift_from': 5, 'shift_to': 0, 'size': 2}"
1680,4,Activity N,,Thursday,Rossie,anomalous,"{'shift_from': 5, 'shift_to': 0, 'size': 2}"
1680,5,Activity AE,,Monday,Keven,anomalous,"{'shift_from': 5, 'shift_to': 0, 'size': 2}"
1680,6,Activity B,,Thursday,Alyce,anomalous,"{'shift_from': 5, 'shift_to': 0, 'size': 2}"
1681,1,Activity A,,Wednesday,Michaele,normal,-
1681,2,Activity N,,Monday,Michaele,normal,-
1681,3,Activity R,,Wednesday,Howard,normal,-
1681,4,Activity X,,Monday,Roseanne,normal,-
1681,5,Activity S,,Thursday,Steve,normal,-
1681,6,Activity O,,Tuesday,Lannie,normal,-
1681,7,Activity B,,Thursday,Sherlene,normal,-
1682,1,Activity A,,Monday,Michaele,normal,-
1682,2,Activity N,,Tuesday,Rossie,normal,-
1682,3,Activity AE,,Monday,Keven,normal,-
1682,4,Activity AF,,Thursday,Vickie,normal,-
1682,5,Activity O,,Thursday,Craig,normal,-
1682,6,Activity B,,Thursday,Sherlene,normal,-
1683,1,Activity A,,Monday,Michaele,normal,-
1683,2,Activity N,,Monday,Marilyn,normal,-
1683,3,Activity AE,,Monday,Issac,normal,-
1683,4,Activity AF,,Wednesday,Vickie,normal,-
1683,5,Activity O,,Friday,Junior,normal,-
1683,6,Activity B,,Tuesday,Roseanne,normal,-
1684,1,Activity A,,Wednesday,Michaele,normal,-
1684,2,Activity N,,Monday,Rossie,normal,-
1684,3,Activity AE,,Monday,Keven,normal,-
1684,4,Activity AF,,Wednesday,Vickie,normal,-
1684,5,Activity O,,Wednesday,Iluminada,normal,-
1684,6,Activity B,,Thursday,Sherlene,normal,-
1685,1,Activity A,,Wednesday,Michaele,normal,-
1685,2,Activity N,,Friday,Shandi,normal,-
1685,3,Activity AE,,Monday,Issac,normal,-
1685,4,Activity AF,,Wednesday,Vickie,normal,-
1685,5,Activity O,,Wednesday,Iluminada,normal,-
1685,6,Activity B,,Thursday,Sherlene,normal,-
1686,1,Activity A,,Monday,Michaele,normal,-
1686,2,Activity N,,Thursday,Amanda,normal,-
1686,3,Activity AE,,Monday,Keven,normal,-
1686,4,Activity AF,,Wednesday,Vickie,normal,-
1686,5,Activity O,,Friday,Junior,normal,-
1686,6,Activity B,,Tuesday,Roseanne,normal,-
1687,1,Activity A,,Wednesday,Gema,normal,-
1687,2,Activity C,,Tuesday,Junior,normal,-
1687,3,Activity K,,Monday,Emily,normal,-
1687,4,Activity D,,Tuesday,Sigrid,normal,-
1687,5,Activity B,,Monday,Ronald,normal,-
1688,1,Activity A,,Wednesday,Gema,anomalous,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Junior', 'day': 'Tuesday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1688,2,Activity C,,Tuesday,Junior,anomalous,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Junior', 'day': 'Tuesday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1688,3,Activity K,,Monday,Emily,anomalous,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Junior', 'day': 'Tuesday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1688,4,Activity D,,Thursday,Rossie,anomalous,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Junior', 'day': 'Tuesday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1688,5,Activity B,,Tuesday,Roseanne,anomalous,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Junior', 'day': 'Tuesday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1688,6,Activity C,,Tuesday,Junior,anomalous,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Junior', 'day': 'Tuesday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1688,7,Activity K,,Monday,Emily,anomalous,"{'size': 2, 'start': 5, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Junior', 'day': 'Tuesday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1689,1,Activity A,,Wednesday,Gema,normal,-
1689,2,Activity C,,Tuesday,Sandra,normal,-
1689,3,Activity K,,Monday,Emily,normal,-
1689,4,Activity D,,Thursday,Rossie,normal,-
1689,5,Activity B,,Tuesday,Roseanne,normal,-
1690,1,Activity A,,Monday,Michaele,anomalous,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda', 'day': 'Thursday'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hugo', 'day': 'Tuesday'}}]}"
1690,2,Activity N,,Monday,Shandi,anomalous,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda', 'day': 'Thursday'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hugo', 'day': 'Tuesday'}}]}"
1690,3,Activity Y,,Monday,Carmella,anomalous,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda', 'day': 'Thursday'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hugo', 'day': 'Tuesday'}}]}"
1690,4,Activity AD,,Tuesday,Shandi,anomalous,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda', 'day': 'Thursday'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hugo', 'day': 'Tuesday'}}]}"
1690,5,Activity B,,Tuesday,Roseanne,anomalous,"{'size': 2, 'start': 4, 'skipped': [{'name': 'Activity Z', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Velda', 'day': 'Thursday'}}, {'name': 'Activity O', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hugo', 'day': 'Tuesday'}}]}"
1691,1,Activity A,,Monday,Michaele,normal,-
1691,2,Activity N,,Monday,Elisha,normal,-
1691,3,Activity Y,,Friday,Grayce,normal,-
1691,4,Activity AC,,Monday,Lisa,normal,-
1691,5,Activity Z,,Thursday,Elisha,normal,-
1691,6,Activity O,,Tuesday,Lannie,normal,-
1691,7,Activity B,,Thursday,Sherlene,normal,-
1692,1,Activity A,,Wednesday,Gema,normal,-
1692,2,Activity C,,Thursday,Vickie,normal,-
1692,3,Activity L,,Monday,Craig,normal,-
1692,4,Activity D,,Tuesday,Chan,normal,-
1692,5,Activity B,,Friday,Craig,normal,-
1693,1,Activity A,,Wednesday,Gema,normal,-
1693,2,Activity C,,Thursday,Ronald,normal,-
1693,3,Activity L,,Monday,Craig,normal,-
1693,4,Activity D,,Thursday,Michaele,normal,-
1693,5,Activity B,,Wednesday,Anna,normal,-
1694,1,Activity A,,Monday,Michaele,anomalous,"{'indices': [1, 5]}"
1694,2,Random activity 31,,Random day 1,Random user 37,anomalous,"{'indices': [1, 5]}"
1694,3,Activity N,,Thursday,Shandi,anomalous,"{'indices': [1, 5]}"
1694,4,Activity AE,,Monday,Keven,anomalous,"{'indices': [1, 5]}"
1694,5,Activity AF,,Friday,Vickie,anomalous,"{'indices': [1, 5]}"
1694,6,Random activity 32,,Random day 4,Random user 39,anomalous,"{'indices': [1, 5]}"
1694,7,Activity O,,Friday,Junior,anomalous,"{'indices': [1, 5]}"
1694,8,Activity B,,Tuesday,Roseanne,anomalous,"{'indices': [1, 5]}"
1695,1,Activity N,,Monday,Elisha,anomalous,"{'shift_from': 0, 'shift_to': 4, 'size': 1}"
1695,2,Activity Y,,Monday,Alpha,anomalous,"{'shift_from': 0, 'shift_to': 4, 'size': 1}"
1695,3,Activity AA,,Thursday,Craig,anomalous,"{'shift_from': 0, 'shift_to': 4, 'size': 1}"
1695,4,Activity Z,,Thursday,Elisha,anomalous,"{'shift_from': 0, 'shift_to': 4, 'size': 1}"
1695,5,Activity A,,Wednesday,Michaele,anomalous,"{'shift_from': 0, 'shift_to': 4, 'size': 1}"
1695,6,Activity O,,Friday,Anna,anomalous,"{'shift_from': 0, 'shift_to': 4, 'size': 1}"
1695,7,Activity B,,Friday,Roseanne,anomalous,"{'shift_from': 0, 'shift_to': 4, 'size': 1}"
1696,1,Activity A,,Monday,Michaele,normal,-
1696,2,Activity N,,Monday,Della,normal,-
1696,3,Activity AG,,Monday,Alpha,normal,-
1696,4,Activity AH,,Monday,Donald,normal,-
1696,5,Activity O,,Tuesday,James,normal,-
1696,6,Activity B,,Thursday,Alyce,normal,-
1697,1,Random activity 25,,Random day 4,Random user 30,anomalous,{'indices': [0]}
1697,2,Activity A,,Monday,Michaele,anomalous,{'indices': [0]}
1697,3,Activity N,,Thursday,Shandi,anomalous,{'indices': [0]}
1697,4,Activity AE,,Monday,Keven,anomalous,{'indices': [0]}
1697,5,Activity AF,,Wednesday,Vickie,anomalous,{'indices': [0]}
1697,6,Activity O,,Thursday,Iluminada,anomalous,{'indices': [0]}
1697,7,Activity B,,Thursday,Alyce,anomalous,{'indices': [0]}
1698,1,Activity A,,Monday,Michaele,anomalous,{'indices': [3]}
1698,2,Activity N,,Wednesday,Charles,anomalous,{'indices': [3]}
1698,3,Activity P,,Friday,Junior,anomalous,{'indices': [3]}
1698,4,Random activity 22,,Random day 1,Random user 64,anomalous,{'indices': [3]}
1698,5,Activity Q,,Monday,Carmella,anomalous,{'indices': [3]}
1698,6,Activity O,,Tuesday,Lannie,anomalous,{'indices': [3]}
1698,7,Activity B,,Thursday,Sherlene,anomalous,{'indices': [3]}
1699,1,Activity A,,Wednesday,Gema,normal,-
1699,2,Activity C,,Tuesday,Junior,normal,-
1699,3,Activity K,,Tuesday,Emily,normal,-
1699,4,Activity D,,Tuesday,Frances,normal,-
1699,5,Activity B,,Wednesday,Charles,normal,-
1700,1,Activity A,,Monday,Michaele,normal,-
1700,2,Activity N,,Monday,Elisha,normal,-
1700,3,Activity Y,,Thursday,Johnny,normal,-
1700,4,Activity AD,,Wednesday,Shandi,normal,-
1700,5,Activity Z,,Tuesday,Johnny,normal,-
1700,6,Activity O,,Thursday,Ling,normal,-
1700,7,Activity B,,Wednesday,Roy,normal,-
1701,1,Activity A,,Monday,Michaele,normal,-
1701,2,Activity N,,Friday,Shandi,normal,-
1701,3,Activity AE,,Monday,Keven,normal,-
1701,4,Activity AF,,Friday,Vickie,normal,-
1701,5,Activity O,,Thursday,Craig,normal,-
1701,6,Activity B,,Thursday,Sherlene,normal,-
1702,1,Activity A,,Wednesday,Gema,normal,-
1702,2,Activity C,,Friday,Keven,normal,-
1702,3,Activity K,,Friday,Emily,normal,-
1702,4,Activity D,,Thursday,Michaele,normal,-
1702,5,Activity B,,Tuesday,Roseanne,normal,-
1703,1,Activity A,,Wednesday,Gema,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Gema', 'day': 'Wednesday'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra', 'day': 'Friday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1703,2,Activity C,,Friday,Sandra,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Gema', 'day': 'Wednesday'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra', 'day': 'Friday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1703,3,Activity K,,Monday,Emily,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Gema', 'day': 'Wednesday'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra', 'day': 'Friday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1703,4,Activity A,,Wednesday,Gema,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Gema', 'day': 'Wednesday'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra', 'day': 'Friday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1703,5,Activity C,,Friday,Sandra,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Gema', 'day': 'Wednesday'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra', 'day': 'Friday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1703,6,Activity K,,Monday,Emily,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Gema', 'day': 'Wednesday'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra', 'day': 'Friday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1703,7,Activity D,,Thursday,Sigrid,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Gema', 'day': 'Wednesday'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra', 'day': 'Friday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1703,8,Activity B,,Friday,Grayce,anomalous,"{'size': 3, 'start': 3, 'inserted': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Gema', 'day': 'Wednesday'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sandra', 'day': 'Friday'}}, {'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}]}"
1704,1,Activity A,,Monday,Michaele,normal,-
1704,2,Activity N,,Thursday,Doretta,normal,-
1704,3,Activity Y,,Thursday,Pam,normal,-
1704,4,Activity AA,,Thursday,Craig,normal,-
1704,5,Activity Z,,Thursday,Elisha,normal,-
1704,6,Activity O,,Thursday,Anna,normal,-
1704,7,Activity B,,Monday,Jack,normal,-
1705,1,Activity A,,Monday,Michaele,normal,-
1705,2,Activity N,,Friday,Rossie,normal,-
1705,3,Activity AE,,Monday,Keven,normal,-
1705,4,Activity AF,,Friday,Vickie,normal,-
1705,5,Activity O,,Tuesday,Hannah,normal,-
1705,6,Activity B,,Thursday,Anna,normal,-
1706,1,Activity A,,Monday,Michaele,normal,-
1706,2,Activity N,,Friday,Marilyn,normal,-
1706,3,Activity AE,,Monday,Keven,normal,-
1706,4,Activity AF,,Wednesday,Vickie,normal,-
1706,5,Activity O,,Thursday,Iluminada,normal,-
1706,6,Activity B,,Thursday,Alyce,normal,-
1707,1,Activity A,,Monday,Michaele,normal,-
1707,2,Activity N,,Thursday,Shandi,normal,-
1707,3,Activity AE,,Monday,Keven,normal,-
1707,4,Activity AF,,Wednesday,Vickie,normal,-
1707,5,Activity O,,Friday,Iluminada,normal,-
1707,6,Activity B,,Friday,Roseanne,normal,-
1708,1,Activity A,,Monday,Michaele,normal,-
1708,2,Activity N,,Friday,Michaele,normal,-
1708,3,Activity R,,Friday,Donald,normal,-
1708,4,Activity T,,Thursday,Junior,normal,-
1708,5,Activity S,,Tuesday,Issac,normal,-
1708,6,Activity O,,Thursday,Amanda,normal,-
1708,7,Activity B,,Thursday,Alyce,normal,-
1709,1,Random activity 12,,Random day 1,Random user 10,anomalous,"{'indices': [0, 4]}"
1709,2,Activity A,,Wednesday,Gema,anomalous,"{'indices': [0, 4]}"
1709,3,Activity C,,Friday,Keven,anomalous,"{'indices': [0, 4]}"
1709,4,Activity K,,Monday,Emily,anomalous,"{'indices': [0, 4]}"
1709,5,Random activity 16,,Random day 3,Random user 57,anomalous,"{'indices': [0, 4]}"
1709,6,Activity D,,Thursday,Michaele,anomalous,"{'indices': [0, 4]}"
1709,7,Activity B,,Tuesday,Roseanne,anomalous,"{'indices': [0, 4]}"
1710,1,Activity A,,Monday,Michaele,anomalous,"{'index': [5], 'attribute_index': [1], 'attribute': ['user'], 'original': ['Jack']}"
1710,2,Activity N,,Wednesday,Shandi,anomalous,"{'index': [5], 'attribute_index': [1], 'attribute': ['user'], 'original': ['Jack']}"
1710,3,Activity AE,,Thursday,Issac,anomalous,"{'index': [5], 'attribute_index': [1], 'attribute': ['user'], 'original': ['Jack']}"
1710,4,Activity AF,,Friday,Vickie,anomalous,"{'index': [5], 'attribute_index': [1], 'attribute': ['user'], 'original': ['Jack']}"
1710,5,Activity O,,Thursday,Anna,anomalous,"{'index': [5], 'attribute_index': [1], 'attribute': ['user'], 'original': ['Jack']}"
1710,6,Activity B,,Monday,Sherlene,anomalous,"{'index': [5], 'attribute_index': [1], 'attribute': ['user'], 'original': ['Jack']}"
1711,1,Activity A,,Wednesday,Gema,normal,-
1711,2,Activity C,,Friday,Keven,normal,-
1711,3,Activity K,,Friday,Emily,normal,-
1711,4,Activity D,,Thursday,Michaele,normal,-
1711,5,Activity B,,Tuesday,Roseanne,normal,-
1712,1,Activity A,,Monday,Michaele,normal,-
1712,2,Activity N,,Thursday,Doretta,normal,-
1712,3,Activity Y,,Monday,Alpha,normal,-
1712,4,Activity AA,,Thursday,Craig,normal,-
1712,5,Activity Z,,Thursday,Carmella,normal,-
1712,6,Activity O,,Thursday,Craig,normal,-
1712,7,Activity B,,Thursday,Sherlene,normal,-
1713,1,Activity A,,Monday,Michaele,normal,-
1713,2,Activity N,,Monday,Rossie,normal,-
1713,3,Activity AE,,Monday,Keven,normal,-
1713,4,Activity AF,,Wednesday,Vickie,normal,-
1713,5,Activity O,,Friday,Junior,normal,-
1713,6,Activity B,,Thursday,Anna,normal,-
1714,1,Activity A,,Wednesday,Gema,normal,-
1714,2,Activity C,,Tuesday,Junior,normal,-
1714,3,Activity K,,Tuesday,Emily,normal,-
1714,4,Activity D,,Tuesday,Frances,normal,-
1714,5,Activity B,,Tuesday,Roseanne,normal,-
1715,1,Activity A,,Wednesday,Gema,anomalous,"{'size': 2, 'start': 2, 'skipped': [{'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt', 'day': 'Tuesday'}}]}"
1715,2,Activity C,,Friday,Della,anomalous,"{'size': 2, 'start': 2, 'skipped': [{'name': 'Activity K', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Emily', 'day': 'Monday'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Hoyt', 'day': 'Tuesday'}}]}"
