case_id,event_position,activity_name,timestamp,user,label,anomaly_description
1348,5,Activity E,,Tiffiny,anomalous,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Donald'}}]}"
1348,6,Activity K,,Melany,anomalous,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Donald'}}]}"
1348,7,Activity B,,Earl,anomalous,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Donald'}}]}"
1348,8,Activity C,,Donald,anomalous,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Donald'}}]}"
1348,9,Activity O,,Hassie,anomalous,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Donald'}}]}"
1348,10,Activity P,,Grayce,anomalous,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Donald'}}]}"
1348,11,Activity L,,Steve,anomalous,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Donald'}}]}"
1348,12,Activity F,,Deloras,anomalous,"{'size': 2, 'start': 6, 'inserted': [{'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}, {'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Donald'}}]}"
1349,1,Activity A,,Sherlene,anomalous,{'indices': [8]}
1349,2,Activity B,,Earl,anomalous,{'indices': [8]}
1349,3,Activity C,,Donald,anomalous,{'indices': [8]}
1349,4,Activity D,,Lourdes,anomalous,{'indices': [8]}
1349,5,Activity E,,Tiffiny,anomalous,{'indices': [8]}
1349,6,Activity K,,Melany,anomalous,{'indices': [8]}
1349,7,Activity O,,Melany,anomalous,{'indices': [8]}
1349,8,Activity P,,Grayce,anomalous,{'indices': [8]}
1349,9,Random activity 12,,Random user 15,anomalous,{'indices': [8]}
1349,10,Activity L,,Steve,anomalous,{'indices': [8]}
1349,11,Activity F,,Deloras,anomalous,{'indices': [8]}
1350,1,Activity A,,Sherlene,normal,-
1350,2,Activity B,,Doretta,normal,-
1350,3,Activity C,,Brant,normal,-
1350,4,Activity D,,Lourdes,normal,-
1350,5,Activity E,,Tiffiny,normal,-
1350,6,Activity K,,Pam,normal,-
1350,7,Activity M,,Issac,normal,-
1350,8,Activity N,,Sonia,normal,-
1350,9,Activity L,,Melany,normal,-
1350,10,Activity F,,Howard,normal,-
1351,1,Activity A,,Sherlene,normal,-
1351,2,Activity B,,Doretta,normal,-
1351,3,Activity C,,Brant,normal,-
1351,4,Activity D,,Lourdes,normal,-
1351,5,Activity E,,Paul,normal,-
1351,6,Activity T,,Ryan,normal,-
1351,7,Activity F,,Lisa,normal,-
1352,1,Activity A,,Sherlene,normal,-
1352,2,Activity B,,Doretta,normal,-
1352,3,Activity C,,James,normal,-
1352,4,Activity D,,Lourdes,normal,-
1352,5,Activity E,,Tiffiny,normal,-
1352,6,Activity K,,Rossana,normal,-
1352,7,Activity R,,Carmella,normal,-
1352,8,Activity S,,Ling,normal,-
1352,9,Activity L,,Amanda,normal,-
1352,10,Activity F,,Emily,normal,-
1353,1,Activity A,,Sherlene,normal,-
1353,2,Activity B,,Earl,normal,-
1353,3,Activity C,,James,normal,-
1353,4,Activity D,,Lourdes,normal,-
1353,5,Activity E,,Della,normal,-
1353,6,Activity K,,Pam,normal,-
1353,7,Activity Q,,Roseanne,normal,-
1353,8,Activity L,,Della,normal,-
1353,9,Activity F,,Lisa,normal,-
1354,1,Activity A,,Sherlene,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1354,2,Activity B,,Doretta,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1354,3,Activity D,,Lourdes,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1354,4,Activity E,,Tiffiny,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1354,5,Activity K,,Melany,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1354,6,Activity O,,Melany,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1354,7,Activity P,,Jimmy,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1354,8,Activity L,,Amanda,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1354,9,Activity F,,Emily,anomalous,"{'size': 1, 'start': 2, 'skipped': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}]}"
1355,1,Activity A,,Sherlene,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,2,Activity B,,Doretta,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,3,Activity C,,Brant,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,4,Activity D,,Lourdes,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,5,Activity E,,Paul,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,6,Activity T,,Ryan,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,7,Activity C,,Brant,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,8,Activity D,,Lourdes,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,9,Activity E,,Paul,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1355,10,Activity F,,Lisa,anomalous,"{'size': 3, 'start': 6, 'inserted': [{'name': 'Activity C', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Brant'}}, {'name': 'Activity D', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Lourdes'}}, {'name': 'Activity E', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Paul'}}]}"
1356,1,Activity A,,Sherlene,anomalous,{'indices': [2]}
1356,2,Activity B,,Doretta,anomalous,{'indices': [2]}
1356,3,Random activity 17,,Random user 28,anomalous,{'indices': [2]}
1356,4,Activity C,,Brant,anomalous,{'indices': [2]}
1356,5,Activity D,,Lourdes,anomalous,{'indices': [2]}
1356,6,Activity E,,Paul,anomalous,{'indices': [2]}
1356,7,Activity T,,Ryan,anomalous,{'indices': [2]}
1356,8,Activity F,,Lisa,anomalous,{'indices': [2]}
1357,1,Activity A,,Sherlene,normal,-
1357,2,Activity B,,Doretta,normal,-
1357,3,Activity C,,Brant,normal,-
1357,4,Activity D,,Lourdes,normal,-
1357,5,Activity E,,Gema,normal,-
1357,6,Activity K,,Rossana,normal,-
1357,7,Activity R,,Carmella,normal,-
1357,8,Activity S,,Junior,normal,-
1357,9,Activity L,,Amanda,normal,-
1357,10,Activity F,,Emily,normal,-
1358,1,Activity A,,Sherlene,normal,-
1358,2,Activity B,,Earl,normal,-
1358,3,Activity C,,Brant,normal,-
1358,4,Activity D,,Lourdes,normal,-
1358,5,Activity E,,Tiffiny,normal,-
1358,6,Activity K,,Melany,normal,-
1358,7,Activity O,,Melany,normal,-
1358,8,Activity P,,Sigrid,normal,-
1358,9,Activity L,,Amanda,normal,-
1358,10,Activity F,,Deloras,normal,-
1359,1,Activity A,,Sherlene,normal,-
1359,2,Activity B,,Earl,normal,-
1359,3,Activity C,,Donald,normal,-
1359,4,Activity D,,Lourdes,normal,-
1359,5,Activity E,,Della,normal,-
1359,6,Activity T,,Ryan,normal,-
1359,7,Activity F,,Lisa,normal,-
1360,1,Activity A,,Sherlene,normal,-
1360,2,Activity B,,Doretta,normal,-
1360,3,Activity C,,Brant,normal,-
1360,4,Activity D,,Lourdes,normal,-
1360,5,Activity E,,Della,normal,-
1360,6,Activity T,,Ryan,normal,-
1360,7,Activity F,,Lisa,normal,-
1361,1,Activity A,,Sherlene,anomalous,{'indices': [2]}
1361,2,Activity B,,Earl,anomalous,{'indices': [2]}
1361,3,Random activity 15,,Random user 28,anomalous,{'indices': [2]}
1361,4,Activity C,,James,anomalous,{'indices': [2]}
1361,5,Activity D,,Lourdes,anomalous,{'indices': [2]}
1361,6,Activity E,,Gema,anomalous,{'indices': [2]}
1361,7,Activity K,,Melany,anomalous,{'indices': [2]}
1361,8,Activity O,,Melany,anomalous,{'indices': [2]}
1361,9,Activity P,,Grayce,anomalous,{'indices': [2]}
1361,10,Activity L,,Amanda,anomalous,{'indices': [2]}
1361,11,Activity F,,Emily,anomalous,{'indices': [2]}
1362,1,Activity A,,Sherlene,normal,-
1362,2,Activity B,,Doretta,normal,-
1362,3,Activity C,,Brant,normal,-
1362,4,Activity D,,Lourdes,normal,-
1362,5,Activity E,,Tiffiny,normal,-
1362,6,Activity K,,Melany,normal,-
1362,7,Activity O,,Hassie,normal,-
1362,8,Activity P,,Grayce,normal,-
1362,9,Activity L,,Steve,normal,-
1362,10,Activity F,,Emily,normal,-
1363,1,Activity C,,Brant,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,2,Activity D,,Lourdes,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,3,Activity E,,Hugo,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,4,Activity G,,Lourdes,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,5,Activity H,,James,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,6,Activity A,,Sherlene,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,7,Activity B,,Earl,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,8,Activity I,,Jack,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,9,Activity J,,Sonia,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1363,10,Activity F,,Howard,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1364,1,Activity A,,Sherlene,normal,-
1364,2,Activity B,,Doretta,normal,-
1364,3,Activity C,,Brant,normal,-
1364,4,Activity D,,Lourdes,normal,-
1364,5,Activity E,,Tiffiny,normal,-
1364,6,Activity K,,Rossana,normal,-
1364,7,Activity R,,Carmella,normal,-
1364,8,Activity S,,Ling,normal,-
1364,9,Activity L,,Steve,normal,-
1364,10,Activity F,,Deloras,normal,-
1365,1,Activity A,,Sherlene,normal,-
1365,2,Activity B,,Earl,normal,-
1365,3,Activity C,,Brant,normal,-
1365,4,Activity D,,Lourdes,normal,-
1365,5,Activity E,,Della,normal,-
1365,6,Activity T,,Ryan,normal,-
1365,7,Activity F,,Lisa,normal,-
1366,1,Activity C,,Brant,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1366,2,Activity D,,Lourdes,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1366,3,Activity E,,Tiffiny,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1366,4,Activity K,,Amanda,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1366,5,Activity R,,Carmella,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1366,6,Activity S,,Junior,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1366,7,Activity L,,Amanda,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1366,8,Activity F,,Emily,anomalous,"{'size': 2, 'start': 0, 'skipped': [{'name': 'Activity A', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Sherlene'}}, {'name': 'Activity B', 'timestamp': None, 'timestamp_end': None, 'attributes': {'user': 'Earl'}}]}"
1367,1,Activity A,,Sherlene,normal,-
1367,2,Activity B,,Doretta,normal,-
1367,3,Activity C,,James,normal,-
1367,4,Activity D,,Lourdes,normal,-
1367,5,Activity E,,Tiffiny,normal,-
1367,6,Activity K,,Pam,normal,-
1367,7,Activity M,,Issac,normal,-
1367,8,Activity N,,Sonia,normal,-
1367,9,Activity L,,Melany,normal,-
1367,10,Activity F,,Howard,normal,-
1368,1,Activity A,,Sherlene,normal,-
1368,2,Activity B,,Earl,normal,-
1368,3,Activity C,,Donald,normal,-
1368,4,Activity D,,Lourdes,normal,-
1368,5,Activity E,,Tiffiny,normal,-
1368,6,Activity K,,Melany,normal,-
1368,7,Activity O,,Melany,normal,-
1368,8,Activity P,,Jimmy,normal,-
1368,9,Activity L,,Steve,normal,-
1368,10,Activity F,,Emily,normal,-
1369,1,Activity C,,Brant,anomalous,"{'shift_from': 0, 'shift_to': 2, 'size': 2}"
1369,2,Activity D,,Lourdes,anomalous,"{'shift_from': 0, 'shift_to': 2, 'size': 2}"
1369,3,Activity A,,Sherlene,anomalous,"{'shift_from': 0, 'shift_to': 2, 'size': 2}"
1369,4,Activity B,,Earl,anomalous,"{'shift_from': 0, 'shift_to': 2, 'size': 2}"
1369,5,Activity E,,Paul,anomalous,"{'shift_from': 0, 'shift_to': 2, 'size': 2}"
1369,6,Activity T,,Ryan,anomalous,"{'shift_from': 0, 'shift_to': 2, 'size': 2}"
1369,7,Activity F,,Lisa,anomalous,"{'shift_from': 0, 'shift_to': 2, 'size': 2}"
1370,1,Activity A,,Sherlene,normal,-
1370,2,Activity B,,Earl,normal,-
1370,3,Activity C,,Brant,normal,-
1370,4,Activity D,,Lourdes,normal,-
1370,5,Activity E,,Della,normal,-
1370,6,Activity K,,Pam,normal,-
1370,7,Activity M,,Issac,normal,-
1370,8,Activity N,,Sonia,normal,-
1370,9,Activity L,,Keven,normal,-
1370,10,Activity F,,Howard,normal,-
1371,1,Activity A,,Sherlene,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,2,Activity B,,Earl,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,3,Activity C,,Brant,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,4,Activity D,,Lourdes,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,5,Activity E,,Hugo,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,6,Activity G,,Elisha,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,7,Activity I,,Jack,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,8,Activity J,,Sonia,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,9,Activity H,,James,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1371,10,Activity F,,Howard,anomalous,"{'shift_from': 9, 'shift_to': 6, 'size': 2}"
1372,1,Activity C,,Donald,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,2,Activity D,,Lourdes,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,3,Activity E,,Gema,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,4,Activity K,,Melany,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,5,Activity O,,Melany,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,6,Activity A,,Sherlene,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,7,Activity B,,Doretta,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,8,Activity P,,Grayce,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,9,Activity L,,Amanda,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1372,10,Activity F,,Emily,anomalous,"{'shift_from': 0, 'shift_to': 5, 'size': 2}"
1373,1,Activity A,,Sherlene,normal,-
1373,2,Activity B,,Earl,normal,-
